"UF","Ano","Mes","Qtde_Focos","Canada_Quebec_Dolar","Canada_Quebec_Euro","Switzerland_Dolar","Switzerland_Euro","China_Dolar","China_Euro","Europe_Dolar","Europe_Euro","United_Kingdom_Dolar","United_Kingdom_Euro","South_Korea_Dolar","South_Korea_Euro","New_Zealand_Dolar","New_Zealand_Euro","USA_California_Dolar","USA_California_Euro"
12,2012,9,2796,NA,NA,NA,NA,NA,NA,10.0660131,7.83,NA,NA,NA,NA,3.106006,2.416053579,NA,NA
13,2012,9,2731,NA,NA,NA,NA,NA,NA,10.0660131,7.83,NA,NA,NA,NA,3.106006,2.416053579,NA,NA
14,2012,9,89,NA,NA,NA,NA,NA,NA,10.0660131,7.83,NA,NA,NA,NA,3.106006,2.416053579,NA,NA
15,2012,9,8190,NA,NA,NA,NA,NA,NA,10.0660131,7.83,NA,NA,NA,NA,3.106006,2.416053579,NA,NA
16,2012,9,173,NA,NA,NA,NA,NA,NA,10.0660131,7.83,NA,NA,NA,NA,3.106006,2.416053579,NA,NA
17,2012,9,7015,NA,NA,NA,NA,NA,NA,10.0660131,7.83,NA,NA,NA,NA,3.106006,2.416053579,NA,NA
21,2012,9,7376,NA,NA,NA,NA,NA,NA,10.0660131,7.83,NA,NA,NA,NA,3.106006,2.416053579,NA,NA
22,2012,9,4057,NA,NA,NA,NA,NA,NA,10.0660131,7.83,NA,NA,NA,NA,3.106006,2.416053579,NA,NA
23,2012,9,512,NA,NA,NA,NA,NA,NA,10.0660131,7.83,NA,NA,NA,NA,3.106006,2.416053579,NA,NA
24,2012,9,36,NA,NA,NA,NA,NA,NA,10.0660131,7.83,NA,NA,NA,NA,3.106006,2.416053579,NA,NA
25,2012,9,58,NA,NA,NA,NA,NA,NA,10.0660131,7.83,NA,NA,NA,NA,3.106006,2.416053579,NA,NA
26,2012,9,171,NA,NA,NA,NA,NA,NA,10.0660131,7.83,NA,NA,NA,NA,3.106006,2.416053579,NA,NA
27,2012,9,6,NA,NA,NA,NA,NA,NA,10.0660131,7.83,NA,NA,NA,NA,3.106006,2.416053579,NA,NA
28,2012,9,0,NA,NA,NA,NA,NA,NA,10.0660131,7.83,NA,NA,NA,NA,3.106006,2.416053579,NA,NA
29,2012,9,6815,NA,NA,NA,NA,NA,NA,10.0660131,7.83,NA,NA,NA,NA,3.106006,2.416053579,NA,NA
31,2012,9,2919,NA,NA,NA,NA,NA,NA,10.0660131,7.83,NA,NA,NA,NA,3.106006,2.416053579,NA,NA
32,2012,9,39,NA,NA,NA,NA,NA,NA,10.0660131,7.83,NA,NA,NA,NA,3.106006,2.416053579,NA,NA
33,2012,9,173,NA,NA,NA,NA,NA,NA,10.0660131,7.83,NA,NA,NA,NA,3.106006,2.416053579,NA,NA
35,2012,9,908,NA,NA,NA,NA,NA,NA,10.0660131,7.83,NA,NA,NA,NA,3.106006,2.416053579,NA,NA
41,2012,9,544,NA,NA,NA,NA,NA,NA,10.0660131,7.83,NA,NA,NA,NA,3.106006,2.416053579,NA,NA
42,2012,9,274,NA,NA,NA,NA,NA,NA,10.0660131,7.83,NA,NA,NA,NA,3.106006,2.416053579,NA,NA
43,2012,9,198,NA,NA,NA,NA,NA,NA,10.0660131,7.83,NA,NA,NA,NA,3.106006,2.416053579,NA,NA
50,2012,9,2166,NA,NA,NA,NA,NA,NA,10.0660131,7.83,NA,NA,NA,NA,3.106006,2.416053579,NA,NA
51,2012,9,10620,NA,NA,NA,NA,NA,NA,10.0660131,7.83,NA,NA,NA,NA,3.106006,2.416053579,NA,NA
52,2012,9,2334,NA,NA,NA,NA,NA,NA,10.0660131,7.83,NA,NA,NA,NA,3.106006,2.416053579,NA,NA
53,2012,9,67,NA,NA,NA,NA,NA,NA,10.0660131,7.83,NA,NA,NA,NA,3.106006,2.416053579,NA,NA
11,2012,10,1866,NA,NA,NA,NA,NA,NA,10.63882261,8.2,NA,NA,NA,NA,2.516688318,1.939767676,NA,NA
12,2012,10,627,NA,NA,NA,NA,NA,NA,10.63882261,8.2,NA,NA,NA,NA,2.516688318,1.939767676,NA,NA
13,2012,10,1484,NA,NA,NA,NA,NA,NA,10.63882261,8.2,NA,NA,NA,NA,2.516688318,1.939767676,NA,NA
14,2012,10,201,NA,NA,NA,NA,NA,NA,10.63882261,8.2,NA,NA,NA,NA,2.516688318,1.939767676,NA,NA
15,2012,10,5946,NA,NA,NA,NA,NA,NA,10.63882261,8.2,NA,NA,NA,NA,2.516688318,1.939767676,NA,NA
16,2012,10,583,NA,NA,NA,NA,NA,NA,10.63882261,8.2,NA,NA,NA,NA,2.516688318,1.939767676,NA,NA
17,2012,10,3874,NA,NA,NA,NA,NA,NA,10.63882261,8.2,NA,NA,NA,NA,2.516688318,1.939767676,NA,NA
21,2012,10,5911,NA,NA,NA,NA,NA,NA,10.63882261,8.2,NA,NA,NA,NA,2.516688318,1.939767676,NA,NA
22,2012,10,2639,NA,NA,NA,NA,NA,NA,10.63882261,8.2,NA,NA,NA,NA,2.516688318,1.939767676,NA,NA
23,2012,10,1102,NA,NA,NA,NA,NA,NA,10.63882261,8.2,NA,NA,NA,NA,2.516688318,1.939767676,NA,NA
24,2012,10,75,NA,NA,NA,NA,NA,NA,10.63882261,8.2,NA,NA,NA,NA,2.516688318,1.939767676,NA,NA
25,2012,10,148,NA,NA,NA,NA,NA,NA,10.63882261,8.2,NA,NA,NA,NA,2.516688318,1.939767676,NA,NA
26,2012,10,265,NA,NA,NA,NA,NA,NA,10.63882261,8.2,NA,NA,NA,NA,2.516688318,1.939767676,NA,NA
27,2012,10,31,NA,NA,NA,NA,NA,NA,10.63882261,8.2,NA,NA,NA,NA,2.516688318,1.939767676,NA,NA
28,2012,10,0,NA,NA,NA,NA,NA,NA,10.63882261,8.2,NA,NA,NA,NA,2.516688318,1.939767676,NA,NA
29,2012,10,4529,NA,NA,NA,NA,NA,NA,10.63882261,8.2,NA,NA,NA,NA,2.516688318,1.939767676,NA,NA
31,2012,10,4038,NA,NA,NA,NA,NA,NA,10.63882261,8.2,NA,NA,NA,NA,2.516688318,1.939767676,NA,NA
32,2012,10,66,NA,NA,NA,NA,NA,NA,10.63882261,8.2,NA,NA,NA,NA,2.516688318,1.939767676,NA,NA
33,2012,10,162,NA,NA,NA,NA,NA,NA,10.63882261,8.2,NA,NA,NA,NA,2.516688318,1.939767676,NA,NA
35,2012,10,259,NA,NA,NA,NA,NA,NA,10.63882261,8.2,NA,NA,NA,NA,2.516688318,1.939767676,NA,NA
41,2012,10,227,NA,NA,NA,NA,NA,NA,10.63882261,8.2,NA,NA,NA,NA,2.516688318,1.939767676,NA,NA
42,2012,10,63,NA,NA,NA,NA,NA,NA,10.63882261,8.2,NA,NA,NA,NA,2.516688318,1.939767676,NA,NA
43,2012,10,134,NA,NA,NA,NA,NA,NA,10.63882261,8.2,NA,NA,NA,NA,2.516688318,1.939767676,NA,NA
50,2012,10,689,NA,NA,NA,NA,NA,NA,10.63882261,8.2,NA,NA,NA,NA,2.516688318,1.939767676,NA,NA
51,2012,10,3475,NA,NA,NA,NA,NA,NA,10.63882261,8.2,NA,NA,NA,NA,2.516688318,1.939767676,NA,NA
52,2012,10,1450,NA,NA,NA,NA,NA,NA,10.63882261,8.2,NA,NA,NA,NA,2.516688318,1.939767676,NA,NA
53,2012,10,16,NA,NA,NA,NA,NA,NA,10.63882261,8.2,NA,NA,NA,NA,2.516688318,1.939767676,NA,NA
11,2012,11,271,NA,NA,NA,NA,NA,NA,7.953190909,6.2,NA,NA,NA,NA,2.293747273,1.788116651,10.09,7.865773715
12,2012,11,39,NA,NA,NA,NA,NA,NA,7.953190909,6.2,NA,NA,NA,NA,2.293747273,1.788116651,10.09,7.865773715
13,2012,11,749,NA,NA,NA,NA,NA,NA,7.953190909,6.2,NA,NA,NA,NA,2.293747273,1.788116651,10.09,7.865773715
14,2012,11,257,NA,NA,NA,NA,NA,NA,7.953190909,6.2,NA,NA,NA,NA,2.293747273,1.788116651,10.09,7.865773715
15,2012,11,8871,NA,NA,NA,NA,NA,NA,7.953190909,6.2,NA,NA,NA,NA,2.293747273,1.788116651,10.09,7.865773715
16,2012,11,1157,NA,NA,NA,NA,NA,NA,7.953190909,6.2,NA,NA,NA,NA,2.293747273,1.788116651,10.09,7.865773715
17,2012,11,243,NA,NA,NA,NA,NA,NA,7.953190909,6.2,NA,NA,NA,NA,2.293747273,1.788116651,10.09,7.865773715
21,2012,11,2644,NA,NA,NA,NA,NA,NA,7.953190909,6.2,NA,NA,NA,NA,2.293747273,1.788116651,10.09,7.865773715
22,2012,11,530,NA,NA,NA,NA,NA,NA,7.953190909,6.2,NA,NA,NA,NA,2.293747273,1.788116651,10.09,7.865773715
23,2012,11,1165,NA,NA,NA,NA,NA,NA,7.953190909,6.2,NA,NA,NA,NA,2.293747273,1.788116651,10.09,7.865773715
24,2012,11,90,NA,NA,NA,NA,NA,NA,7.953190909,6.2,NA,NA,NA,NA,2.293747273,1.788116651,10.09,7.865773715
25,2012,11,139,NA,NA,NA,NA,NA,NA,7.953190909,6.2,NA,NA,NA,NA,2.293747273,1.788116651,10.09,7.865773715
26,2012,11,177,NA,NA,NA,NA,NA,NA,7.953190909,6.2,NA,NA,NA,NA,2.293747273,1.788116651,10.09,7.865773715
27,2012,11,85,NA,NA,NA,NA,NA,NA,7.953190909,6.2,NA,NA,NA,NA,2.293747273,1.788116651,10.09,7.865773715
28,2012,11,6,NA,NA,NA,NA,NA,NA,7.953190909,6.2,NA,NA,NA,NA,2.293747273,1.788116651,10.09,7.865773715
29,2012,11,214,NA,NA,NA,NA,NA,NA,7.953190909,6.2,NA,NA,NA,NA,2.293747273,1.788116651,10.09,7.865773715
31,2012,11,258,NA,NA,NA,NA,NA,NA,7.953190909,6.2,NA,NA,NA,NA,2.293747273,1.788116651,10.09,7.865773715
32,2012,11,7,NA,NA,NA,NA,NA,NA,7.953190909,6.2,NA,NA,NA,NA,2.293747273,1.788116651,10.09,7.865773715
33,2012,11,12,NA,NA,NA,NA,NA,NA,7.953190909,6.2,NA,NA,NA,NA,2.293747273,1.788116651,10.09,7.865773715
35,2012,11,74,NA,NA,NA,NA,NA,NA,7.953190909,6.2,NA,NA,NA,NA,2.293747273,1.788116651,10.09,7.865773715
41,2012,11,219,NA,NA,NA,NA,NA,NA,7.953190909,6.2,NA,NA,NA,NA,2.293747273,1.788116651,10.09,7.865773715
42,2012,11,120,NA,NA,NA,NA,NA,NA,7.953190909,6.2,NA,NA,NA,NA,2.293747273,1.788116651,10.09,7.865773715
43,2012,11,85,NA,NA,NA,NA,NA,NA,7.953190909,6.2,NA,NA,NA,NA,2.293747273,1.788116651,10.09,7.865773715
50,2012,11,150,NA,NA,NA,NA,NA,NA,7.953190909,6.2,NA,NA,NA,NA,2.293747273,1.788116651,10.09,7.865773715
51,2012,11,488,NA,NA,NA,NA,NA,NA,7.953190909,6.2,NA,NA,NA,NA,2.293747273,1.788116651,10.09,7.865773715
52,2012,11,64,NA,NA,NA,NA,NA,NA,7.953190909,6.2,NA,NA,NA,NA,2.293747273,1.788116651,10.09,7.865773715
53,2012,11,0,NA,NA,NA,NA,NA,NA,7.953190909,6.2,NA,NA,NA,NA,2.293747273,1.788116651,10.09,7.865773715
11,2012,12,74,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
12,2012,12,3,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
13,2012,12,116,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
14,2012,12,125,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
15,2012,12,2950,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
16,2012,12,510,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
17,2012,12,170,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
21,2012,12,2086,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
22,2012,12,401,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
23,2012,12,789,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
24,2012,12,79,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
25,2012,12,70,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
26,2012,12,123,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
27,2012,12,55,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
28,2012,12,22,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
29,2012,12,529,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
31,2012,12,238,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
32,2012,12,23,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
33,2012,12,8,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
35,2012,12,79,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
41,2012,12,88,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
42,2012,12,45,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
43,2012,12,38,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
50,2012,12,213,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
51,2012,12,572,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
52,2012,12,113,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
53,2012,12,0,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
11,2013,1,16,NA,NA,NA,NA,NA,NA,4.478071318,3.37,NA,NA,NA,NA,2.051781667,1.544080861,10.09,7.865773715
12,2013,1,0,NA,NA,NA,NA,NA,NA,4.478071318,3.37,NA,NA,NA,NA,2.051781667,1.544080861,10.09,7.865773715
13,2013,1,43,NA,NA,NA,NA,NA,NA,4.478071318,3.37,NA,NA,NA,NA,2.051781667,1.544080861,10.09,7.865773715
14,2013,1,482,NA,NA,NA,NA,NA,NA,4.478071318,3.37,NA,NA,NA,NA,2.051781667,1.544080861,10.09,7.865773715
15,2013,1,291,NA,NA,NA,NA,NA,NA,4.478071318,3.37,NA,NA,NA,NA,2.051781667,1.544080861,10.09,7.865773715
16,2013,1,2,NA,NA,NA,NA,NA,NA,4.478071318,3.37,NA,NA,NA,NA,2.051781667,1.544080861,10.09,7.865773715
17,2013,1,59,NA,NA,NA,NA,NA,NA,4.478071318,3.37,NA,NA,NA,NA,2.051781667,1.544080861,10.09,7.865773715
21,2013,1,316,NA,NA,NA,NA,NA,NA,4.478071318,3.37,NA,NA,NA,NA,2.051781667,1.544080861,10.09,7.865773715
22,2013,1,78,NA,NA,NA,NA,NA,NA,4.478071318,3.37,NA,NA,NA,NA,2.051781667,1.544080861,10.09,7.865773715
23,2013,1,135,NA,NA,NA,NA,NA,NA,4.478071318,3.37,NA,NA,NA,NA,2.051781667,1.544080861,10.09,7.865773715
24,2013,1,23,NA,NA,NA,NA,NA,NA,4.478071318,3.37,NA,NA,NA,NA,2.051781667,1.544080861,10.09,7.865773715
25,2013,1,39,NA,NA,NA,NA,NA,NA,4.478071318,3.37,NA,NA,NA,NA,2.051781667,1.544080861,10.09,7.865773715
26,2013,1,56,NA,NA,NA,NA,NA,NA,4.478071318,3.37,NA,NA,NA,NA,2.051781667,1.544080861,10.09,7.865773715
27,2013,1,45,NA,NA,NA,NA,NA,NA,4.478071318,3.37,NA,NA,NA,NA,2.051781667,1.544080861,10.09,7.865773715
28,2013,1,32,NA,NA,NA,NA,NA,NA,4.478071318,3.37,NA,NA,NA,NA,2.051781667,1.544080861,10.09,7.865773715
29,2013,1,161,NA,NA,NA,NA,NA,NA,4.478071318,3.37,NA,NA,NA,NA,2.051781667,1.544080861,10.09,7.865773715
31,2013,1,93,NA,NA,NA,NA,NA,NA,4.478071318,3.37,NA,NA,NA,NA,2.051781667,1.544080861,10.09,7.865773715
32,2013,1,14,NA,NA,NA,NA,NA,NA,4.478071318,3.37,NA,NA,NA,NA,2.051781667,1.544080861,10.09,7.865773715
33,2013,1,5,NA,NA,NA,NA,NA,NA,4.478071318,3.37,NA,NA,NA,NA,2.051781667,1.544080861,10.09,7.865773715
35,2013,1,51,NA,NA,NA,NA,NA,NA,4.478071318,3.37,NA,NA,NA,NA,2.051781667,1.544080861,10.09,7.865773715
41,2013,1,49,NA,NA,NA,NA,NA,NA,4.478071318,3.37,NA,NA,NA,NA,2.051781667,1.544080861,10.09,7.865773715
42,2013,1,27,NA,NA,NA,NA,NA,NA,4.478071318,3.37,NA,NA,NA,NA,2.051781667,1.544080861,10.09,7.865773715
43,2013,1,47,NA,NA,NA,NA,NA,NA,4.478071318,3.37,NA,NA,NA,NA,2.051781667,1.544080861,10.09,7.865773715
50,2013,1,161,NA,NA,NA,NA,NA,NA,4.478071318,3.37,NA,NA,NA,NA,2.051781667,1.544080861,10.09,7.865773715
51,2013,1,276,NA,NA,NA,NA,NA,NA,4.478071318,3.37,NA,NA,NA,NA,2.051781667,1.544080861,10.09,7.865773715
52,2013,1,43,NA,NA,NA,NA,NA,NA,4.478071318,3.37,NA,NA,NA,NA,2.051781667,1.544080861,10.09,7.865773715
53,2013,1,0,NA,NA,NA,NA,NA,NA,4.478071318,3.37,NA,NA,NA,NA,2.051781667,1.544080861,10.09,7.865773715
11,2013,2,8,NA,NA,NA,NA,NA,NA,6.39898495,4.79,NA,NA,NA,NA,1.258361842,0.941954587,13.62,10.19533575
12,2013,2,0,NA,NA,NA,NA,NA,NA,6.39898495,4.79,NA,NA,NA,NA,1.258361842,0.941954587,13.62,10.19533575
13,2013,2,4,NA,NA,NA,NA,NA,NA,6.39898495,4.79,NA,NA,NA,NA,1.258361842,0.941954587,13.62,10.19533575
14,2013,2,71,NA,NA,NA,NA,NA,NA,6.39898495,4.79,NA,NA,NA,NA,1.258361842,0.941954587,13.62,10.19533575
15,2013,2,47,NA,NA,NA,NA,NA,NA,6.39898495,4.79,NA,NA,NA,NA,1.258361842,0.941954587,13.62,10.19533575
16,2013,2,2,NA,NA,NA,NA,NA,NA,6.39898495,4.79,NA,NA,NA,NA,1.258361842,0.941954587,13.62,10.19533575
17,2013,2,37,NA,NA,NA,NA,NA,NA,6.39898495,4.79,NA,NA,NA,NA,1.258361842,0.941954587,13.62,10.19533575
21,2013,2,72,NA,NA,NA,NA,NA,NA,6.39898495,4.79,NA,NA,NA,NA,1.258361842,0.941954587,13.62,10.19533575
22,2013,2,70,NA,NA,NA,NA,NA,NA,6.39898495,4.79,NA,NA,NA,NA,1.258361842,0.941954587,13.62,10.19533575
23,2013,2,55,NA,NA,NA,NA,NA,NA,6.39898495,4.79,NA,NA,NA,NA,1.258361842,0.941954587,13.62,10.19533575
24,2013,2,26,NA,NA,NA,NA,NA,NA,6.39898495,4.79,NA,NA,NA,NA,1.258361842,0.941954587,13.62,10.19533575
25,2013,2,11,NA,NA,NA,NA,NA,NA,6.39898495,4.79,NA,NA,NA,NA,1.258361842,0.941954587,13.62,10.19533575
26,2013,2,33,NA,NA,NA,NA,NA,NA,6.39898495,4.79,NA,NA,NA,NA,1.258361842,0.941954587,13.62,10.19533575
27,2013,2,22,NA,NA,NA,NA,NA,NA,6.39898495,4.79,NA,NA,NA,NA,1.258361842,0.941954587,13.62,10.19533575
28,2013,2,47,NA,NA,NA,NA,NA,NA,6.39898495,4.79,NA,NA,NA,NA,1.258361842,0.941954587,13.62,10.19533575
29,2013,2,282,NA,NA,NA,NA,NA,NA,6.39898495,4.79,NA,NA,NA,NA,1.258361842,0.941954587,13.62,10.19533575
31,2013,2,161,NA,NA,NA,NA,NA,NA,6.39898495,4.79,NA,NA,NA,NA,1.258361842,0.941954587,13.62,10.19533575
32,2013,2,21,NA,NA,NA,NA,NA,NA,6.39898495,4.79,NA,NA,NA,NA,1.258361842,0.941954587,13.62,10.19533575
33,2013,2,15,NA,NA,NA,NA,NA,NA,6.39898495,4.79,NA,NA,NA,NA,1.258361842,0.941954587,13.62,10.19533575
35,2013,2,100,NA,NA,NA,NA,NA,NA,6.39898495,4.79,NA,NA,NA,NA,1.258361842,0.941954587,13.62,10.19533575
41,2013,2,20,NA,NA,NA,NA,NA,NA,6.39898495,4.79,NA,NA,NA,NA,1.258361842,0.941954587,13.62,10.19533575
42,2013,2,11,NA,NA,NA,NA,NA,NA,6.39898495,4.79,NA,NA,NA,NA,1.258361842,0.941954587,13.62,10.19533575
43,2013,2,51,NA,NA,NA,NA,NA,NA,6.39898495,4.79,NA,NA,NA,NA,1.258361842,0.941954587,13.62,10.19533575
50,2013,2,107,NA,NA,NA,NA,NA,NA,6.39898495,4.79,NA,NA,NA,NA,1.258361842,0.941954587,13.62,10.19533575
51,2013,2,374,NA,NA,NA,NA,NA,NA,6.39898495,4.79,NA,NA,NA,NA,1.258361842,0.941954587,13.62,10.19533575
52,2013,2,67,NA,NA,NA,NA,NA,NA,6.39898495,4.79,NA,NA,NA,NA,1.258361842,0.941954587,13.62,10.19533575
53,2013,2,1,NA,NA,NA,NA,NA,NA,6.39898495,4.79,NA,NA,NA,NA,1.258361842,0.941954587,13.62,10.19533575
11,2013,3,30,NA,NA,NA,NA,NA,NA,6.2484552,4.82,NA,NA,NA,NA,1.697056625,1.309093635,13.62,10.19533575
12,2013,3,0,NA,NA,NA,NA,NA,NA,6.2484552,4.82,NA,NA,NA,NA,1.697056625,1.309093635,13.62,10.19533575
13,2013,3,23,NA,NA,NA,NA,NA,NA,6.2484552,4.82,NA,NA,NA,NA,1.697056625,1.309093635,13.62,10.19533575
14,2013,3,265,NA,NA,NA,NA,NA,NA,6.2484552,4.82,NA,NA,NA,NA,1.697056625,1.309093635,13.62,10.19533575
15,2013,3,20,NA,NA,NA,NA,NA,NA,6.2484552,4.82,NA,NA,NA,NA,1.697056625,1.309093635,13.62,10.19533575
16,2013,3,1,NA,NA,NA,NA,NA,NA,6.2484552,4.82,NA,NA,NA,NA,1.697056625,1.309093635,13.62,10.19533575
17,2013,3,63,NA,NA,NA,NA,NA,NA,6.2484552,4.82,NA,NA,NA,NA,1.697056625,1.309093635,13.62,10.19533575
21,2013,3,45,NA,NA,NA,NA,NA,NA,6.2484552,4.82,NA,NA,NA,NA,1.697056625,1.309093635,13.62,10.19533575
22,2013,3,15,NA,NA,NA,NA,NA,NA,6.2484552,4.82,NA,NA,NA,NA,1.697056625,1.309093635,13.62,10.19533575
23,2013,3,24,NA,NA,NA,NA,NA,NA,6.2484552,4.82,NA,NA,NA,NA,1.697056625,1.309093635,13.62,10.19533575
24,2013,3,7,NA,NA,NA,NA,NA,NA,6.2484552,4.82,NA,NA,NA,NA,1.697056625,1.309093635,13.62,10.19533575
25,2013,3,5,NA,NA,NA,NA,NA,NA,6.2484552,4.82,NA,NA,NA,NA,1.697056625,1.309093635,13.62,10.19533575
26,2013,3,39,NA,NA,NA,NA,NA,NA,6.2484552,4.82,NA,NA,NA,NA,1.697056625,1.309093635,13.62,10.19533575
27,2013,3,36,NA,NA,NA,NA,NA,NA,6.2484552,4.82,NA,NA,NA,NA,1.697056625,1.309093635,13.62,10.19533575
28,2013,3,59,NA,NA,NA,NA,NA,NA,6.2484552,4.82,NA,NA,NA,NA,1.697056625,1.309093635,13.62,10.19533575
29,2013,3,441,NA,NA,NA,NA,NA,NA,6.2484552,4.82,NA,NA,NA,NA,1.697056625,1.309093635,13.62,10.19533575
31,2013,3,136,NA,NA,NA,NA,NA,NA,6.2484552,4.82,NA,NA,NA,NA,1.697056625,1.309093635,13.62,10.19533575
32,2013,3,18,NA,NA,NA,NA,NA,NA,6.2484552,4.82,NA,NA,NA,NA,1.697056625,1.309093635,13.62,10.19533575
33,2013,3,3,NA,NA,NA,NA,NA,NA,6.2484552,4.82,NA,NA,NA,NA,1.697056625,1.309093635,13.62,10.19533575
35,2013,3,60,NA,NA,NA,NA,NA,NA,6.2484552,4.82,NA,NA,NA,NA,1.697056625,1.309093635,13.62,10.19533575
41,2013,3,36,NA,NA,NA,NA,NA,NA,6.2484552,4.82,NA,NA,NA,NA,1.697056625,1.309093635,13.62,10.19533575
42,2013,3,30,NA,NA,NA,NA,NA,NA,6.2484552,4.82,NA,NA,NA,NA,1.697056625,1.309093635,13.62,10.19533575
43,2013,3,56,NA,NA,NA,NA,NA,NA,6.2484552,4.82,NA,NA,NA,NA,1.697056625,1.309093635,13.62,10.19533575
50,2013,3,160,NA,NA,NA,NA,NA,NA,6.2484552,4.82,NA,NA,NA,NA,1.697056625,1.309093635,13.62,10.19533575
51,2013,3,636,NA,NA,NA,NA,NA,NA,6.2484552,4.82,NA,NA,NA,NA,1.697056625,1.309093635,13.62,10.19533575
52,2013,3,74,NA,NA,NA,NA,NA,NA,6.2484552,4.82,NA,NA,NA,NA,1.697056625,1.309093635,13.62,10.19533575
53,2013,3,1,NA,NA,NA,NA,NA,NA,6.2484552,4.82,NA,NA,NA,NA,1.697056625,1.309093635,13.62,10.19533575
11,2013,4,27,NA,NA,NA,NA,NA,NA,4.012008,3.08,NA,NA,NA,NA,1.6691219,1.281377169,13.62,10.19533575
12,2013,4,46,NA,NA,NA,NA,NA,NA,4.012008,3.08,NA,NA,NA,NA,1.6691219,1.281377169,13.62,10.19533575
13,2013,4,26,NA,NA,NA,NA,NA,NA,4.012008,3.08,NA,NA,NA,NA,1.6691219,1.281377169,13.62,10.19533575
14,2013,4,113,NA,NA,NA,NA,NA,NA,4.012008,3.08,NA,NA,NA,NA,1.6691219,1.281377169,13.62,10.19533575
15,2013,4,29,NA,NA,NA,NA,NA,NA,4.012008,3.08,NA,NA,NA,NA,1.6691219,1.281377169,13.62,10.19533575
16,2013,4,2,NA,NA,NA,NA,NA,NA,4.012008,3.08,NA,NA,NA,NA,1.6691219,1.281377169,13.62,10.19533575
17,2013,4,162,NA,NA,NA,NA,NA,NA,4.012008,3.08,NA,NA,NA,NA,1.6691219,1.281377169,13.62,10.19533575
21,2013,4,83,NA,NA,NA,NA,NA,NA,4.012008,3.08,NA,NA,NA,NA,1.6691219,1.281377169,13.62,10.19533575
22,2013,4,34,NA,NA,NA,NA,NA,NA,4.012008,3.08,NA,NA,NA,NA,1.6691219,1.281377169,13.62,10.19533575
