"Ano","CodIbge","Latitude","Longitude","AreaKm2","Desmatada","Incremento","Floresta","Nuvem","NaoObservado","NaoFloresta","Hidrografia","Canada_Quebec_Dolar","Canada_Quebec_Euro","Switzerland_Dolar","Switzerland_Euro","China_Dolar","China_Euro","Europe_Dolar","Europe_Euro","United_Kingdom_Dolar","United_Kingdom_Euro","South_Korea_Dolar","South_Korea_Euro","New_Zealand_Dolar","New_Zealand_Euro","USA_California_Dolar","USA_California_Euro"
2010,1300086,-3.47332,-61.6709,2473,196.7,2.6,695.2,1327.2,0.3,34.6,219,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1300102,-4.15477,-62.08065,5852,79.6,0.5,3350,1346.5,0.6,640.6,434.7,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1300144,-7.59202,-59.44152,54490,1731,45.9,51158.4,754.4,17,625,204.2,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1300201,-5.67098,-71.72825,80005,237.4,2.5,76000.5,3036.9,317.8,16.5,395.9,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1300300,-3.83163,-59.45109,7636,1219.2,5.7,855.3,4080.1,1.2,464.3,1015.9,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1300409,-0.14071,-63.18572,124163,201,3.5,59857.9,42490.6,53.5,17060.1,4499.9,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1300508,-3.13292,-57.23915,5760,778.5,13.9,3615.2,0.9,0.7,408.6,956.1,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1300607,-5.49767,-70.32124,9146,187.4,0.6,8723,14.1,16.7,0,204.8,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1300631,-4.54242,-61.73805,17411,210,4.4,15705.7,33.9,2.5,886.1,572.8,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1300680,-3.15669,-57.90464,2588,203.5,2.7,1125.4,0.3,0.3,852.8,405.7,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1300706,-8.81858,-68.00168,22595,2056.2,53,20349.2,5.2,2,58.4,124,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1300805,-5.33176,-59.23777,44452,524.2,9.2,33498.7,7990.2,13.7,586.5,1838.7,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1300839,-3.0546,-61.93934,9550,239.8,5.3,5392.4,3307.4,0.9,181.9,427.6,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1300904,-7.45596,-63.90278,30278,913.1,12,28004.2,69.7,5.9,988.3,296.8,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1301001,-5.17242,-67.49476,26469,291.7,1.4,23280,2476.3,8.4,12.7,399.9,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1301100,-3.749,-60.14701,6127,1109.8,10.4,3929.2,689.8,0.6,80.7,316.9,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1301159,-3.30477,-59.55597,2641,514.5,19.9,519.1,270.9,0.7,707.8,628,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1301209,-4.03545,-63.53466,58828,767.2,6.8,49337.6,5135.8,2.5,823.1,2761.8,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1301308,-3.12907,-63.20401,18944,261.4,1.1,10509.3,6002,1.3,729.2,1440.8,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1301407,-7.04074,-70.12601,15608,371.8,5.7,14696.1,180.4,5.9,172.1,181.7,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1301506,-7.61678,-70.19515,7793,253.4,10.4,7416.9,53.5,6.3,0.1,62.8,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1301605,-2.54594,-66.9133,12392,99.8,2.2,10345.4,977.9,2.3,154.1,812.5,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1301654,-7.25158,-72.74345,7984,467.8,8.4,7273.5,27.7,0.9,206.9,7.2,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1301704,-7.51084,-62.5992,33428,674.4,7.9,28568.2,282.2,2.7,3116.3,784.2,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1301803,-7.14334,-71.42004,12595,213.1,4.6,12243.8,0.3,1,66.6,70.2,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1301852,-3.08591,-60.66479,2229,479,6.1,1305.4,7.5,0.4,132.9,303.8,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1301902,-3.13511,-58.81276,8927,1720,19.2,2767.2,1942.9,2,829.3,1665.6,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1301951,-6.72683,-67.90389,26042,124.5,3.3,25480.8,143.2,1.7,3.3,288.5,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1302009,-2.54458,-58.65656,4245,135.6,1.1,2874.4,906.8,0.2,155.6,172.4,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1302108,-1.38598,-68.79404,57555,56.4,3.7,38818,17054.8,103,2.6,1520.2,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1302207,-3.37471,-66.45025,19849,148.2,3,18200.7,614.6,10.2,142.1,733.2,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1302306,-4.50575,-68.24058,71756,234.1,4.9,62980.9,7271.4,10.5,97.6,1161.5,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1302405,-8.38295,-65.70994,69672,3192.3,40.5,64185.6,45.7,9.2,1793.3,445.9,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1302504,-3.27671,-60.71178,7381,782.3,10.8,4179.5,190,0.6,805.6,1423,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1302553,-3.73889,-60.65552,4001,492.8,2,3114.4,0.3,0.1,106.3,287.1,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1302603,-2.5729,-60.37242,11473,1246,10.3,8219.9,455.6,0.7,3,1547.8,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1302702,-6.78709,-61.11001,48689,1562.2,63.3,42132.1,3.2,18.2,4146.5,826.8,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1302801,-2.61234,-64.70305,17221,114.4,5.7,12259,2390.9,5.4,604.6,1846.7,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1302900,-5.24148,-58.19462,40090,1302.5,14.3,36560.7,56.5,3.1,872.3,1294.9,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1303007,-1.08094,-58.4439,14132,474.2,13.7,11686.1,517.7,1.7,344.4,1107.9,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1303106,-4.02487,-58.58633,5625,415.6,2.5,2658,1838.5,0.9,281,431,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1303205,-1.51628,-61.51599,38114,116.8,2.6,20333.9,16091.4,1.3,211.9,1358.7,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1303304,-6.83379,-60.23604,41452,897.1,20.6,35886.9,2276.7,28.5,1620.2,742.6,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1303403,-2.78735,-56.68566,5958,962.1,7.2,1579.9,1.1,0.5,1133.2,2281.2,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1303502,-7.76452,-68.19675,42877,219.3,5.6,42331.1,38.5,2.6,23.7,261.8,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1303536,-0.65847,-60.17004,25568,718.1,9.3,15625.3,5796.7,5,1.1,3421.8,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1303569,-2.50853,-59.60122,5838,564.8,3.9,3982.7,1278.8,1.4,0,10.3,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1303601,-0.25129,-64.98731,64130,213.1,5.8,35257.5,27010.8,69.5,950.8,628.3,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1303700,-3.08079,-69.06723,12737,134.3,0.9,10584.2,1404.2,72.6,90.4,451.3,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1303809,0.35952,-68.17017,112476,1195.4,10.2,83184.2,25762.1,362.3,489.7,1482.3,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1303908,-4.73714,-69.52392,20467,176.2,0.9,17019,2595.7,2,86.3,587.8,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1303957,-1.89625,-58.81001,10776,202.6,4.8,8610.5,1270.8,0.6,65.7,625.8,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1304005,-2.85099,-58.49614,3758,429.1,2.4,1957.4,643.8,0.3,128.7,598.7,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1304062,-4.02878,-69.69786,3343,156.6,1,3103,0.1,30,1.3,52,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1304104,-5.93398,-65.97188,90962,311.5,5.6,86728.5,256.9,2.6,2161.1,1501.4,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1304203,-4.41301,-65.57764,24186,634.1,9,20769.8,1886.1,2.4,168.9,724.7,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1304237,-2.57583,-67.47268,6619,82.3,0.9,6150.1,1.6,1.9,67.4,315.7,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1304260,-3.20648,-65.43058,10448,243.2,3.7,9640.4,31.6,0.6,100.4,431.8,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1304302,-1.24938,-58.78714,28012,338.1,4.3,23045.3,3558.1,1.1,423,646.4,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2010,1304401,-2.8349,-57.83095,2915,94.6,1,129.9,0.4,0.1,1689.6,1000.4,NA,NA,NA,NA,NA,NA,18.24378,13.8,NA,NA,NA,NA,15.18497019,11.48624839,NA,NA
2011,1300029,-3.67425,-65.34586,6027,322.1,2.4,5501,37.9,0.4,38,127.6,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1300060,-3.42104,-68.34925,4903,114,1.4,4307.6,45.2,0.1,222.5,213.6,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1300086,-3.47332,-61.6709,2473,197.5,0.8,1932,89.8,0.1,34.6,219,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1300102,-4.15477,-62.08065,5852,80.2,0.6,4344.2,351.9,0.4,640.6,434.7,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1300144,-7.59202,-59.44152,54490,1780.2,49.2,51864.4,0,16.2,625,204.2,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1300201,-5.67098,-71.72825,80005,239,1.7,77557.8,1479.4,316.4,16.5,395.9,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1300300,-3.83163,-59.45109,7636,1242.9,23.7,4679.2,232.6,1.1,464.3,1015.9,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1300409,-0.14071,-63.18572,124163,202.5,1.6,93370.8,8978.9,50.8,17060.1,4499.9,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1300508,-3.13292,-57.23915,5760,783.5,5,3475.3,135.6,0.9,408.6,956.1,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1300607,-5.49767,-70.32124,9146,188.5,1.1,8694.3,41.7,16.7,0,204.8,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1300631,-4.54242,-61.73805,17411,212.2,2.2,14394.4,1342.9,2.6,886.1,572.8,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1300680,-3.15669,-57.90464,2588,205,1.4,1069.8,54.3,0.4,852.8,405.7,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1300706,-8.81858,-68.00168,22595,2116.3,60.1,20275.1,19.3,1.9,58.4,124,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1300805,-5.33176,-59.23777,44452,535.7,11.5,41170.3,307.4,13.4,586.5,1838.7,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1300839,-3.0546,-61.93934,9550,240.8,1,8551.3,148.2,0.2,181.9,427.6,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1300904,-7.45596,-63.90278,30278,939.6,26.5,27299.6,747.7,6,988.3,296.8,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1301001,-5.17242,-67.49476,26469,292.1,0.5,25126.5,630,7.8,12.7,399.9,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1301100,-3.749,-60.14701,6127,1114.7,4.9,4530.8,83.3,0.6,80.7,316.9,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1301159,-3.30477,-59.55597,2641,526.6,12.1,773.8,4.2,0.6,707.8,628,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1301209,-4.03545,-63.53466,58828,771,3.8,52845.1,1624.6,2.4,823.1,2761.8,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1301308,-3.12907,-63.20401,18944,262.2,0.8,14766.3,1744.9,0.6,729.2,1440.8,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1301407,-7.04074,-70.12601,15608,375.5,3.7,14849,23.8,5.9,172.1,181.7,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1301506,-7.61678,-70.19515,7793,260.8,7.4,7296.1,166.8,6.4,0.1,62.8,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1301605,-2.54594,-66.9133,12392,100.7,0.9,11064.9,257.6,2.2,154.1,812.5,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1301654,-7.25158,-72.74345,7984,474.7,6.9,6883.9,410.3,1,206.9,7.2,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1301704,-7.51084,-62.5992,33428,685.6,11.2,28716.1,123.1,2.7,3116.3,784.2,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1301803,-7.14334,-71.42004,12595,215.3,2.1,11617.5,624.2,1.2,66.6,70.2,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1301852,-3.08591,-60.66479,2229,481.8,2.8,1307.7,2.4,0.4,132.9,303.8,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1301902,-3.13511,-58.81276,8927,1737.6,17.6,4451.2,241.6,1.7,829.3,1665.6,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1301951,-6.72683,-67.90389,26042,126.1,1.6,25101,521.3,1.8,3.3,288.5,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1302009,-2.54458,-58.65656,4245,136.9,1.2,3771.9,8,0.2,155.6,172.4,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1302108,-1.38598,-68.79404,57555,57.7,1.3,40570.7,15303.3,100.5,2.6,1520.2,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1302207,-3.37471,-66.45025,19849,148.8,0.6,18596,218.8,10.1,142.1,733.2,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1302306,-4.50575,-68.24058,71756,237.2,3.1,70210.9,40.2,8.6,97.6,1161.5,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1302405,-8.38295,-65.70994,69672,3269.1,76.8,64142.5,12,9.2,1793.3,445.9,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1302504,-3.27671,-60.71178,7381,791,8.7,4328.4,32.4,0.6,805.6,1423,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1302553,-3.73889,-60.65552,4001,494.5,1.7,3102.7,10.3,0.1,106.3,287.1,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1302603,-2.5729,-60.37242,11473,1248.2,2.3,8673.3,0,0.7,3,1547.8,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1302702,-6.78709,-61.11001,48689,1617.9,55.6,39151.3,2928.1,18.4,4146.5,826.8,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1302801,-2.61234,-64.70305,17221,115.1,0.7,13582.9,1066.4,5.3,604.6,1846.7,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1302900,-5.24148,-58.19462,40090,1317,14.5,36421.7,180.9,3.2,872.3,1294.9,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1303007,-1.08094,-58.4439,14132,478.4,4.2,11807.3,392.4,1.6,344.4,1107.9,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1303106,-4.02487,-58.58633,5625,419,3.4,4350.6,142.6,0.8,281,431,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1303205,-1.51628,-61.51599,38114,118,1.2,35481.2,943.6,0.6,211.9,1358.7,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1303304,-6.83379,-60.23604,41452,915.6,18.5,37961.8,183.5,28.3,1620.2,742.6,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1303403,-2.78735,-56.68566,5958,966.9,4.8,1515.4,60.8,0.5,1133.2,2281.2,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1303502,-7.76452,-68.19675,42877,225.2,6,41511.4,852.2,2.7,23.7,261.8,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1303536,-0.65847,-60.17004,25568,729.6,11.5,21392.9,17.7,4.9,1.1,3421.8,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1303569,-2.50853,-59.60122,5838,570.6,5.8,5251.5,4.3,1.3,0,10.3,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1303601,-0.25129,-64.98731,64130,215.1,2.1,48503.4,13764.8,67.6,950.8,628.3,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1303700,-3.08079,-69.06723,12737,137.1,2.8,7207.7,4779.7,70.8,90.4,451.3,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1303809,0.35952,-68.17017,112476,1199.4,4.1,55198.5,53742.7,363.4,489.7,1482.3,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1303908,-4.73714,-69.52392,20467,177.1,0.9,19544.2,70.9,0.7,86.3,587.8,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1303957,-1.89625,-58.81001,10776,205.4,2.8,9846.6,31.9,0.6,65.7,625.8,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1304005,-2.85099,-58.49614,3758,430.9,1.8,2555.5,44,0.2,128.7,598.7,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1304062,-4.02878,-69.69786,3343,157.6,0.9,3097.5,4.9,29.7,1.3,52,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1304104,-5.93398,-65.97188,90962,316.1,4.6,85177.7,1803,2.7,2161.1,1501.4,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1304203,-4.41301,-65.57764,24186,637.7,3.6,21907.3,745.1,2.3,168.9,724.7,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1304237,-2.57583,-67.47268,6619,83.5,1.1,5195.3,955.1,2,67.4,315.7,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1304260,-3.20648,-65.43058,10448,244.6,1.3,9370.5,300.1,0.6,100.4,431.8,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1304302,-1.24938,-58.78714,28012,339.8,1.8,24634.6,1967.3,0.9,423,646.4,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2011,1304401,-2.8349,-57.83095,2915,95.2,0.6,126.2,3.5,0.1,1689.6,1000.4,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
2012,1300029,-3.67425,-65.34586,6027,322.5,0.4,4057.4,1480.9,0.6,38,127.6,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1300060,-3.42104,-68.34925,4903,114.1,0.2,4112.8,239.9,0.1,222.5,213.6,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1300086,-3.47332,-61.6709,2473,198.4,0.9,1934,86.9,0.1,34.6,219,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1300102,-4.15477,-62.08065,5852,80.8,0.6,3828.2,867.3,0.4,640.6,434.7,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
2012,1300144,-7.59202,-59.44152,54490,1855,74.8,51789.5,0,16.3,625,204.2,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
