"Ano","Mes","Dia","Fator.de.Emissao..tCO2.MWh.","Canada_Quebec_Dolar","Canada_Quebec_Euro","Switzerland_Dolar","Switzerland_Euro","China_Dolar","China_Euro","Europe_Dolar","Europe_Euro","United_Kingdom_Dolar","United_Kingdom_Euro","South_Korea_Dolar","South_Korea_Euro","New_Zealand_Dolar","New_Zealand_Euro","USA_California_Dolar","USA_California_Euro"
2011,3,12,0.1958,NA,NA,NA,NA,NA,NA,21.58672617,15.42,NA,NA,NA,NA,14.81244546,10.58094253,NA,NA
2011,3,13,0.2486,NA,NA,NA,NA,NA,NA,21.58672617,15.42,NA,NA,NA,NA,14.81244546,10.58094253,NA,NA
2011,3,14,0.203,NA,NA,NA,NA,NA,NA,21.04075839,15.03,NA,NA,NA,NA,14.81985168,10.586233,NA,NA
2011,3,15,0.2074,NA,NA,NA,NA,NA,NA,22.81865348,16.3,NA,NA,NA,NA,14.81985168,10.586233,NA,NA
2011,3,16,0.2325,NA,NA,NA,NA,NA,NA,22.95864522,16.4,NA,NA,NA,NA,14.81985168,10.586233,NA,NA
2011,3,17,0.1865,NA,NA,NA,NA,NA,NA,22.72065926,16.23,NA,NA,NA,NA,15.62712996,11.16289437,NA,NA
2011,3,18,0.1631,NA,NA,NA,NA,NA,NA,22.53867,16.1,NA,NA,NA,NA,15.62712996,11.16289437,NA,NA
2011,3,19,0.2134,NA,NA,NA,NA,NA,NA,22.53867,16.1,NA,NA,NA,NA,15.62712996,11.16289437,NA,NA
2011,3,20,0.1902,NA,NA,NA,NA,NA,NA,22.53867,16.1,NA,NA,NA,NA,15.62712996,11.16289437,NA,NA
2011,3,21,0.2389,NA,NA,NA,NA,NA,NA,22.53867,16.1,NA,NA,NA,NA,15.62712996,11.16289437,NA,NA
2011,3,22,0.1334,NA,NA,NA,NA,NA,NA,22.53867,16.1,NA,NA,NA,NA,15.62712996,11.16289437,NA,NA
2011,3,23,0.1394,NA,NA,NA,NA,NA,NA,22.74865761,16.25,NA,NA,NA,NA,15.62712996,11.16289437,NA,NA
2011,3,24,0.1364,NA,NA,NA,NA,NA,NA,22.46867413,16.05,NA,NA,NA,NA,15.62712996,11.16289437,NA,NA
2011,3,25,0.142,NA,NA,NA,NA,NA,NA,22.95864522,16.4,NA,NA,NA,NA,15.62712996,11.16289437,NA,NA
2011,3,26,0.1702,NA,NA,NA,NA,NA,NA,22.95864522,16.4,NA,NA,NA,NA,15.62712996,11.16289437,NA,NA
2011,3,27,0.1774,NA,NA,NA,NA,NA,NA,22.95864522,16.4,NA,NA,NA,NA,15.62712996,11.16289437,NA,NA
2011,3,28,0.1857,NA,NA,NA,NA,NA,NA,23.16863283,16.55,NA,NA,NA,NA,15.62712996,11.16289437,NA,NA
2011,3,29,0.1911,NA,NA,NA,NA,NA,NA,22.95864522,16.4,NA,NA,NA,NA,15.62712996,11.16289437,NA,NA
2011,3,30,0.177,NA,NA,NA,NA,NA,NA,22.67866174,16.2,NA,NA,NA,NA,15.62712996,11.16289437,NA,NA
2011,3,31,0.1377,NA,NA,NA,NA,NA,NA,23.02864109,16.45,NA,NA,NA,NA,15.62712996,11.16289437,NA,NA
2011,4,1,0.1385,NA,NA,NA,NA,NA,NA,24.30553168,16.83,NA,NA,NA,NA,16.58737689,11.48567975,NA,NA
2011,4,2,0.1732,NA,NA,NA,NA,NA,NA,24.30553168,16.83,NA,NA,NA,NA,16.58737689,11.48567975,NA,NA
2011,4,3,0.2159,NA,NA,NA,NA,NA,NA,24.30553168,16.83,NA,NA,NA,NA,16.58737689,11.48567975,NA,NA
2011,4,4,0.1882,NA,NA,NA,NA,NA,NA,23.95892874,16.59,NA,NA,NA,NA,16.58737689,11.48567975,NA,NA
2011,4,5,0.1779,NA,NA,NA,NA,NA,NA,23.51123326,16.28,NA,NA,NA,NA,15.87985844,10.99576924,NA,NA
2011,4,6,0.1661,NA,NA,NA,NA,NA,NA,23.72786011,16.43,NA,NA,NA,NA,15.87985844,10.99576924,NA,NA
2011,4,7,0.1664,NA,NA,NA,NA,NA,NA,23.75674368,16.45,NA,NA,NA,NA,15.87985844,10.99576924,NA,NA
2011,4,8,0.1942,NA,NA,NA,NA,NA,NA,23.72786011,16.43,NA,NA,NA,NA,15.87985844,10.99576924,NA,NA
2011,4,9,0.2275,NA,NA,NA,NA,NA,NA,23.72786011,16.43,NA,NA,NA,NA,15.87985844,10.99576924,NA,NA
2011,4,10,0.2416,NA,NA,NA,NA,NA,NA,23.72786011,16.43,NA,NA,NA,NA,15.87985844,10.99576924,NA,NA
2011,4,11,0.1969,NA,NA,NA,NA,NA,NA,23.36681537,16.18,NA,NA,NA,NA,15.87985844,10.99576924,NA,NA
2011,4,12,0.1949,NA,NA,NA,NA,NA,NA,23.32349,16.15,NA,NA,NA,NA,16.03708476,11.10463824,NA,NA
2011,4,13,0.1673,NA,NA,NA,NA,NA,NA,23.15018853,16.03,NA,NA,NA,NA,16.03708476,11.10463824,NA,NA
2011,4,14,0.1909,NA,NA,NA,NA,NA,NA,23.25128105,16.1,NA,NA,NA,NA,16.03708476,11.10463824,NA,NA
2011,4,15,0.2276,NA,NA,NA,NA,NA,NA,23.75674368,16.45,NA,NA,NA,NA,16.03708476,11.10463824,NA,NA
2011,4,16,0.195,NA,NA,NA,NA,NA,NA,23.75674368,16.45,NA,NA,NA,NA,16.03708476,11.10463824,NA,NA
2011,4,17,0.2229,NA,NA,NA,NA,NA,NA,23.75674368,16.45,NA,NA,NA,NA,16.03708476,11.10463824,NA,NA
2011,4,18,0.1864,NA,NA,NA,NA,NA,NA,23.35237358,16.17,NA,NA,NA,NA,15.91916502,11.02298649,NA,NA
2011,4,19,0.1859,NA,NA,NA,NA,NA,NA,23.26572284,16.11,NA,NA,NA,NA,15.91916502,11.02298649,NA,NA
2011,4,20,0.1934,NA,NA,NA,NA,NA,NA,23.39569895,16.2,NA,NA,NA,NA,15.91916502,11.02298649,NA,NA
2011,4,21,0.1992,NA,NA,NA,NA,NA,NA,23.41014074,16.21,NA,NA,NA,NA,15.99777818,11.07742099,NA,NA
2011,4,22,0.2148,NA,NA,NA,NA,NA,NA,23.41014074,16.21,NA,NA,NA,NA,15.99777818,11.07742099,NA,NA
2011,4,23,0.2045,NA,NA,NA,NA,NA,NA,23.41014074,16.21,NA,NA,NA,NA,15.99777818,11.07742099,NA,NA
2011,4,24,0.2062,NA,NA,NA,NA,NA,NA,23.41014074,16.21,NA,NA,NA,NA,15.99777818,11.07742099,NA,NA
2011,4,25,0.1971,NA,NA,NA,NA,NA,NA,23.41014074,16.21,NA,NA,NA,NA,15.99777818,11.07742099,NA,NA
2011,4,26,0.1974,NA,NA,NA,NA,NA,NA,23.25128105,16.1,NA,NA,NA,NA,15.99777818,11.07742099,NA,NA
2011,4,27,0.2326,NA,NA,NA,NA,NA,NA,23.43902432,16.23,NA,NA,NA,NA,15.9584716,11.05020374,NA,NA
2011,4,28,0.2169,NA,NA,NA,NA,NA,NA,23.81451084,16.49,NA,NA,NA,NA,15.9584716,11.05020374,NA,NA
2011,4,29,0.2176,NA,NA,NA,NA,NA,NA,23.67009295,16.39,NA,NA,NA,NA,15.9584716,11.05020374,NA,NA
2011,4,30,0.2217,NA,NA,NA,NA,NA,NA,23.67009295,16.39,NA,NA,NA,NA,15.9584716,11.05020374,NA,NA
2011,5,1,0.2331,NA,NA,NA,NA,NA,NA,23.67009295,16.39,NA,NA,NA,NA,15.9584716,11.05020374,NA,NA
2011,5,2,0.2085,NA,NA,NA,NA,NA,NA,23.67525,16.5,NA,NA,NA,NA,16.29404594,11.35581495,NA,NA
2011,5,3,0.2322,NA,NA,NA,NA,NA,NA,23.96222273,16.7,NA,NA,NA,NA,16.29404594,11.35581495,NA,NA
2011,5,4,0.2459,NA,NA,NA,NA,NA,NA,24.00526864,16.73,NA,NA,NA,NA,16.29404594,11.35581495,NA,NA
2011,5,5,0.242,NA,NA,NA,NA,NA,NA,23.94787409,16.69,NA,NA,NA,NA,16.29404594,11.35581495,NA,NA
2011,5,6,0.2196,NA,NA,NA,NA,NA,NA,23.60350682,16.45,NA,NA,NA,NA,16.19071784,11.28380247,NA,NA
2011,5,7,0.2499,NA,NA,NA,NA,NA,NA,23.60350682,16.45,NA,NA,NA,NA,16.19071784,11.28380247,NA,NA
2011,5,8,0.2931,NA,NA,NA,NA,NA,NA,23.60350682,16.45,NA,NA,NA,NA,16.19071784,11.28380247,NA,NA
2011,5,9,0.2463,NA,NA,NA,NA,NA,NA,23.81873636,16.6,NA,NA,NA,NA,16.19071784,11.28380247,NA,NA
2011,5,10,0.2071,NA,NA,NA,NA,NA,NA,23.80438773,16.59,NA,NA,NA,NA,16.13507964,11.24502652,NA,NA
2011,5,11,0.2315,NA,NA,NA,NA,NA,NA,23.77569045,16.57,NA,NA,NA,NA,15.81714703,11.02344964,NA,NA
2011,5,12,0.2362,NA,NA,NA,NA,NA,NA,23.54611227,16.41,NA,NA,NA,NA,16.09533806,11.21732941,NA,NA
2011,5,13,0.2616,NA,NA,NA,NA,NA,NA,23.61785545,16.46,NA,NA,NA,NA,16.09533806,11.21732941,NA,NA
2011,5,14,0.2764,NA,NA,NA,NA,NA,NA,23.61785545,16.46,NA,NA,NA,NA,16.09533806,11.21732941,NA,NA
2011,5,15,0.3005,NA,NA,NA,NA,NA,NA,23.61785545,16.46,NA,NA,NA,NA,16.09533806,11.21732941,NA,NA
2011,5,16,0.2749,NA,NA,NA,NA,NA,NA,23.53176364,16.4,NA,NA,NA,NA,16.09533806,11.21732941,NA,NA
2011,5,17,0.2568,NA,NA,NA,NA,NA,NA,23.57480955,16.43,NA,NA,NA,NA,16.09533806,11.21732941,NA,NA
2011,5,18,0.2681,NA,NA,NA,NA,NA,NA,23.201745,16.17,NA,NA,NA,NA,15.93637176,11.10654097,NA,NA
2011,5,19,0.2569,NA,NA,NA,NA,NA,NA,23.21609364,16.18,NA,NA,NA,NA,15.97611334,11.13423808,NA,NA
2011,5,20,0.2644,NA,NA,NA,NA,NA,NA,23.00086409,16.03,NA,NA,NA,NA,15.97611334,11.13423808,NA,NA
2011,5,21,0.3228,NA,NA,NA,NA,NA,NA,23.00086409,16.03,NA,NA,NA,NA,15.97611334,11.13423808,NA,NA
2011,5,22,0.3697,NA,NA,NA,NA,NA,NA,23.00086409,16.03,NA,NA,NA,NA,15.97611334,11.13423808,NA,NA
2011,5,23,0.3275,NA,NA,NA,NA,NA,NA,22.78563455,15.88,NA,NA,NA,NA,15.97611334,11.13423808,NA,NA
2011,5,24,0.3039,NA,NA,NA,NA,NA,NA,22.92912091,15.98,NA,NA,NA,NA,15.97611334,11.13423808,NA,NA
2011,5,25,0.2813,NA,NA,NA,NA,NA,NA,22.74258864,15.85,NA,NA,NA,NA,15.97611334,11.13423808,NA,NA
2011,5,26,0.2983,NA,NA,NA,NA,NA,NA,22.98651545,16.02,NA,NA,NA,NA,15.72176725,10.95697658,NA,NA
2011,5,27,0.2905,NA,NA,NA,NA,NA,NA,23.54611227,16.41,NA,NA,NA,NA,15.77740546,10.99575253,NA,NA
2011,5,28,0.3102,NA,NA,NA,NA,NA,NA,23.54611227,16.41,NA,NA,NA,NA,15.77740546,10.99575253,NA,NA
2011,5,29,0.3873,NA,NA,NA,NA,NA,NA,23.54611227,16.41,NA,NA,NA,NA,15.77740546,10.99575253,NA,NA
2011,5,30,0.2759,NA,NA,NA,NA,NA,NA,24.148755,16.83,NA,NA,NA,NA,15.77740546,10.99575253,NA,NA
2011,5,31,0.2479,NA,NA,NA,NA,NA,NA,24.16310364,16.84,NA,NA,NA,NA,15.77740546,10.99575253,NA,NA
2011,6,1,0.2544,NA,NA,NA,NA,NA,NA,23.92792432,16.63,NA,NA,NA,NA,16.17764517,11.243526,NA,NA
2011,6,2,0.2605,NA,NA,NA,NA,NA,NA,23.92792432,16.63,NA,NA,NA,NA,16.17764517,11.243526,NA,NA
2011,6,3,0.2669,NA,NA,NA,NA,NA,NA,23.75526341,16.51,NA,NA,NA,NA,16.17764517,11.243526,NA,NA
2011,6,4,0.3598,NA,NA,NA,NA,NA,NA,23.75526341,16.51,NA,NA,NA,NA,16.17764517,11.243526,NA,NA
2011,6,5,0.4168,NA,NA,NA,NA,NA,NA,23.75526341,16.51,NA,NA,NA,NA,16.17764517,11.243526,NA,NA
2011,6,6,0.3289,NA,NA,NA,NA,NA,NA,23.66893295,16.45,NA,NA,NA,NA,16.17764517,11.243526,NA,NA
2011,6,7,0.3472,NA,NA,NA,NA,NA,NA,23.56821409,16.38,NA,NA,NA,NA,16.17764517,11.243526,NA,NA
2011,6,8,0.3576,NA,NA,NA,NA,NA,NA,23.33799955,16.22,NA,NA,NA,NA,16.17764517,11.243526,NA,NA
2011,6,9,0.3427,NA,NA,NA,NA,NA,NA,23.55382568,16.37,NA,NA,NA,NA,16.17764517,11.243526,NA,NA
2011,6,10,0.3394,NA,NA,NA,NA,NA,NA,23.46749523,16.31,NA,NA,NA,NA,16.17764517,11.243526,NA,NA
2011,6,11,0.3501,NA,NA,NA,NA,NA,NA,23.46749523,16.31,NA,NA,NA,NA,16.17764517,11.243526,NA,NA
2011,6,12,0.3963,NA,NA,NA,NA,NA,NA,23.46749523,16.31,NA,NA,NA,NA,16.17764517,11.243526,NA,NA
2011,6,13,0.3644,NA,NA,NA,NA,NA,NA,23.46749523,16.31,NA,NA,NA,NA,16.17764517,11.243526,NA,NA
2011,6,14,0.3681,NA,NA,NA,NA,NA,NA,23.23728068,16.15,NA,NA,NA,NA,16.17764517,11.243526,NA,NA
2011,6,15,0.366,NA,NA,NA,NA,NA,NA,23.06461977,16.03,NA,NA,NA,NA,16.17764517,11.243526,NA,NA
2011,6,16,0.3606,NA,NA,NA,NA,NA,NA,22.77685159,15.83,NA,NA,NA,NA,16.17764517,11.243526,NA,NA
2011,6,17,0.352,NA,NA,NA,NA,NA,NA,22.07181955,15.34,NA,NA,NA,NA,16.17764517,11.243526,NA,NA
2011,6,18,0.3382,NA,NA,NA,NA,NA,NA,22.07181955,15.34,NA,NA,NA,NA,16.17764517,11.243526,NA,NA
2011,6,19,0.3736,NA,NA,NA,NA,NA,NA,22.07181955,15.34,NA,NA,NA,NA,16.17764517,11.243526,NA,NA
2011,6,20,0.3297,NA,NA,NA,NA,NA,NA,21.55383682,14.98,NA,NA,NA,NA,15.89239702,11.04527743,NA,NA
2011,6,21,0.3368,NA,NA,NA,NA,NA,NA,20.92074682,14.54,NA,NA,NA,NA,15.68864834,10.90367131,NA,NA
2011,6,22,0.3325,NA,NA,NA,NA,NA,NA,20.90635841,14.53,NA,NA,NA,NA,15.68864834,10.90367131,NA,NA
2011,6,23,0.3755,NA,NA,NA,NA,NA,NA,19.06464205,13.25,NA,NA,NA,NA,15.68864834,10.90367131,NA,NA
2011,6,24,0.3918,NA,NA,NA,NA,NA,NA,17.76968523,12.35,NA,NA,NA,NA,15.68864834,10.90367131,NA,NA
2011,6,25,0.3809,NA,NA,NA,NA,NA,NA,17.76968523,12.35,NA,NA,NA,NA,15.68864834,10.90367131,NA,NA
2011,6,26,0.4063,NA,NA,NA,NA,NA,NA,17.76968523,12.35,NA,NA,NA,NA,15.68864834,10.90367131,NA,NA
2011,6,27,0.3201,NA,NA,NA,NA,NA,NA,18.44594045,12.82,NA,NA,NA,NA,14.6454551,10.17864797,NA,NA
2011,6,28,0.3231,NA,NA,NA,NA,NA,NA,19.22291455,13.36,NA,NA,NA,NA,14.99590283,10.4222105,NA,NA
2011,6,29,0.3035,NA,NA,NA,NA,NA,NA,18.74809705,13.03,NA,NA,NA,NA,15.28115098,10.62045907,NA,NA
2011,6,30,0.244,NA,NA,NA,NA,NA,NA,19.13658409,13.3,NA,NA,NA,NA,15.28115098,10.62045907,NA,NA
2011,7,1,0.2339,NA,NA,NA,NA,NA,NA,18.72900714,13.13,NA,NA,NA,NA,15.87635427,11.1301432,NA,NA
2011,7,2,0.253,NA,NA,NA,NA,NA,NA,18.72900714,13.13,NA,NA,NA,NA,15.87635427,11.1301432,NA,NA
2011,7,3,0.2783,NA,NA,NA,NA,NA,NA,18.72900714,13.13,NA,NA,NA,NA,15.87635427,11.1301432,NA,NA
2011,7,4,0.238,NA,NA,NA,NA,NA,NA,18.78606429,13.17,NA,NA,NA,NA,15.87635427,11.1301432,NA,NA
2011,7,5,0.2484,NA,NA,NA,NA,NA,NA,19.11414286,13.4,NA,NA,NA,NA,15.87635427,11.1301432,NA,NA
2011,7,6,0.2502,NA,NA,NA,NA,NA,NA,18.65768571,13.08,NA,NA,NA,NA,15.6223326,10.95206091,NA,NA
2011,7,7,0.2399,NA,NA,NA,NA,NA,NA,18.35813571,12.87,NA,NA,NA,NA,15.41064787,10.803659,NA,NA
2011,7,8,0.2731,NA,NA,NA,NA,NA,NA,17.83035714,12.5,NA,NA,NA,NA,15.41064787,10.803659,NA,NA
2011,7,9,0.3432,NA,NA,NA,NA,NA,NA,17.83035714,12.5,NA,NA,NA,NA,15.41064787,10.803659,NA,NA
2011,7,10,0.3516,NA,NA,NA,NA,NA,NA,17.83035714,12.5,NA,NA,NA,NA,15.41064787,10.803659,NA,NA
2011,7,11,0.3091,NA,NA,NA,NA,NA,NA,16.96023571,11.89,NA,NA,NA,NA,15.41064787,10.803659,NA,NA
2011,7,12,0.3058,NA,NA,NA,NA,NA,NA,17.45948571,12.24,NA,NA,NA,NA,15.32597398,10.74429824,NA,NA
2011,7,13,0.3091,NA,NA,NA,NA,NA,NA,16.88891429,11.84,NA,NA,NA,NA,15.32597398,10.74429824,NA,NA
2011,7,14,0.314,NA,NA,NA,NA,NA,NA,17.33110714,12.15,NA,NA,NA,NA,15.32597398,10.74429824,NA,NA
2011,7,15,0.319,NA,NA,NA,NA,NA,NA,17.50227857,12.27,NA,NA,NA,NA,15.32597398,10.74429824,NA,NA
2011,7,16,0.3774,NA,NA,NA,NA,NA,NA,17.50227857,12.27,NA,NA,NA,NA,15.32597398,10.74429824,NA,NA
2011,7,17,0.3767,NA,NA,NA,NA,NA,NA,17.50227857,12.27,NA,NA,NA,NA,15.32597398,10.74429824,NA,NA
2011,7,18,0.3532,NA,NA,NA,NA,NA,NA,17.1742,12.04,NA,NA,NA,NA,14.14053953,9.913247544,NA,NA
2011,7,19,0.329,NA,NA,NA,NA,NA,NA,17.3739,12.18,NA,NA,NA,NA,14.14053953,9.913247544,NA,NA
2011,7,20,0.2984,NA,NA,NA,NA,NA,NA,17.91594286,12.56,NA,NA,NA,NA,14.05586564,9.85388678,NA,NA
2011,7,21,0.3534,NA,NA,NA,NA,NA,NA,18.42945714,12.92,NA,NA,NA,NA,14.05586564,9.85388678,NA,NA
2011,7,22,0.352,NA,NA,NA,NA,NA,NA,18.22975714,12.78,NA,NA,NA,NA,14.05586564,9.85388678,NA,NA
2011,7,23,0.3781,NA,NA,NA,NA,NA,NA,18.22975714,12.78,NA,NA,NA,NA,14.05586564,9.85388678,NA,NA
2011,7,24,0.3842,NA,NA,NA,NA,NA,NA,18.22975714,12.78,NA,NA,NA,NA,14.05586564,9.85388678,NA,NA
2011,7,25,0.3065,NA,NA,NA,NA,NA,NA,18.1727,12.74,NA,NA,NA,NA,14.05586564,9.85388678,NA,NA
2011,7,26,0.3002,NA,NA,NA,NA,NA,NA,18.08711429,12.68,NA,NA,NA,NA,14.05586564,9.85388678,NA,NA
2011,7,27,0.2855,NA,NA,NA,NA,NA,NA,17.47375,12.25,NA,NA,NA,NA,14.05586564,9.85388678,NA,NA
2011,7,28,0.2796,NA,NA,NA,NA,NA,NA,17.58786429,12.33,NA,NA,NA,NA,14.05586564,9.85388678,NA,NA
2011,7,29,0.2768,NA,NA,NA,NA,NA,NA,17.24552143,12.09,NA,NA,NA,NA,14.05586564,9.85388678,NA,NA
2011,7,30,0.2946,NA,NA,NA,NA,NA,NA,17.24552143,12.09,NA,NA,NA,NA,14.05586564,9.85388678,NA,NA
2011,7,31,0.3708,NA,NA,NA,NA,NA,NA,17.24552143,12.09,NA,NA,NA,NA,14.05586564,9.85388678,NA,NA
2011,8,1,0.3576,NA,NA,NA,NA,NA,NA,17.0684287,11.9,NA,NA,NA,NA,13.15696975,9.172955681,NA,NA
2011,8,2,0.3848,NA,NA,NA,NA,NA,NA,16.56641609,11.55,NA,NA,NA,NA,12.65415562,8.822396865,NA,NA
2011,8,3,0.2734,NA,NA,NA,NA,NA,NA,16.12177635,11.24,NA,NA,NA,NA,12.23514384,8.530264519,NA,NA
2011,8,4,0.2784,NA,NA,NA,NA,NA,NA,16.02137383,11.17,NA,NA,NA,NA,12.23514384,8.530264519,NA,NA
2011,8,5,0.3343,NA,NA,NA,NA,NA,NA,15.43330191,10.76,NA,NA,NA,NA,11.564725,8.062852764,NA,NA
2011,8,6,0.4227,NA,NA,NA,NA,NA,NA,15.43330191,10.76,NA,NA,NA,NA,11.564725,8.062852764,NA,NA
2011,8,7,0.456,NA,NA,NA,NA,NA,NA,15.43330191,10.76,NA,NA,NA,NA,11.564725,8.062852764,NA,NA
2011,8,8,0.3825,NA,NA,NA,NA,NA,NA,15.16078078,10.57,NA,NA,NA,NA,11.564725,8.062852764,NA,NA
2011,8,9,0.3587,NA,NA,NA,NA,NA,NA,16.09308991,11.22,NA,NA,NA,NA,11.564725,8.062852764,NA,NA
2011,8,10,0.3622,NA,NA,NA,NA,NA,NA,16.39429748,11.43,NA,NA,NA,NA,11.564725,8.062852764,NA,NA
2011,8,11,0.3281,NA,NA,NA,NA,NA,NA,17.35529304,12.1,NA,NA,NA,NA,11.77423089,8.208918938,NA,NA
2011,8,12,0.2606,NA,NA,NA,NA,NA,NA,17.61347096,12.28,NA,NA,NA,NA,11.77423089,8.208918938,NA,NA
2011,8,13,0.2805,NA,NA,NA,NA,NA,NA,17.61347096,12.28,NA,NA,NA,NA,11.77423089,8.208918938,NA,NA
2011,8,14,0.3143,NA,NA,NA,NA,NA,NA,17.61347096,12.28,NA,NA,NA,NA,11.77423089,8.208918938,NA,NA
2011,8,15,0.2757,NA,NA,NA,NA,NA,NA,17.69953026,12.34,NA,NA,NA,NA,11.77423089,8.208918938,NA,NA
2011,8,16,0.2773,NA,NA,NA,NA,NA,NA,17.484382,12.19,NA,NA,NA,NA,12.65415562,8.822396865,NA,NA
2011,8,17,0.2751,NA,NA,NA,NA,NA,NA,18.12982678,12.64,NA,NA,NA,NA,12.65415562,8.822396865,NA,NA
2011,8,18,0.2838,NA,NA,NA,NA,NA,NA,17.47003878,12.18,NA,NA,NA,NA,12.77985915,8.910036569,NA,NA
2011,8,19,0.2808,NA,NA,NA,NA,NA,NA,17.67084383,12.32,NA,NA,NA,NA,12.77985915,8.910036569,NA,NA
2011,8,20,0.3829,NA,NA,NA,NA,NA,NA,17.67084383,12.32,NA,NA,NA,NA,12.77985915,8.910036569,NA,NA
2011,8,21,0.3824,NA,NA,NA,NA,NA,NA,17.67084383,12.32,NA,NA,NA,NA,12.77985915,8.910036569,NA,NA
2011,8,22,0.2483,NA,NA,NA,NA,NA,NA,17.78558957,12.4,NA,NA,NA,NA,12.82176033,8.939249804,NA,NA
2011,8,23,0.2282,NA,NA,NA,NA,NA,NA,18.21588609,12.7,NA,NA,NA,NA,12.82176033,8.939249804,NA,NA
2011,8,24,0.2249,NA,NA,NA,NA,NA,NA,18.67486904,13.02,NA,NA,NA,NA,12.82176033,8.939249804,NA,NA
2011,8,25,0.228,NA,NA,NA,NA,NA,NA,18.41669113,12.84,NA,NA,NA,NA,13.70168505,9.552727732,NA,NA
2011,8,26,0.2058,NA,NA,NA,NA,NA,NA,18.67486904,13.02,NA,NA,NA,NA,13.70168505,9.552727732,NA,NA
2011,8,27,0.3321,NA,NA,NA,NA,NA,NA,18.67486904,13.02,NA,NA,NA,NA,13.70168505,9.552727732,NA,NA
2011,8,28,0.3212,NA,NA,NA,NA,NA,NA,18.67486904,13.02,NA,NA,NA,NA,13.70168505,9.552727732,NA,NA
2011,8,29,0.2255,NA,NA,NA,NA,NA,NA,18.7178987,13.05,NA,NA,NA,NA,13.70168505,9.552727732,NA,NA
2011,8,30,0.2185,NA,NA,NA,NA,NA,NA,19.00476304,13.25,NA,NA,NA,NA,13.70168505,9.552727732,NA,NA
2011,8,31,0.2259,NA,NA,NA,NA,NA,NA,18.37366148,12.81,NA,NA,NA,NA,13.53408034,9.435874793,NA,NA
2011,9,1,0.2136,NA,NA,NA,NA,NA,NA,17.50167,12.71,NA,NA,NA,NA,13.1164379,9.52537248,NA,NA
2011,9,2,0.2267,NA,NA,NA,NA,NA,NA,17.10234,12.42,NA,NA,NA,NA,13.1164379,9.52537248,NA,NA
2011,9,3,0.2337,NA,NA,NA,NA,NA,NA,17.10234,12.42,NA,NA,NA,NA,13.1164379,9.52537248,NA,NA
2011,9,4,0.2459,NA,NA,NA,NA,NA,NA,17.10234,12.42,NA,NA,NA,NA,13.1164379,9.52537248,NA,NA
2011,9,5,0.2028,NA,NA,NA,NA,NA,NA,16.88202,12.26,NA,NA,NA,NA,13.1164379,9.52537248,NA,NA
2011,9,6,0.1997,NA,NA,NA,NA,NA,NA,16.57908,12.04,NA,NA,NA,NA,13.1164379,9.52537248,NA,NA
2011,9,7,0.2354,NA,NA,NA,NA,NA,NA,16.92333,12.29,NA,NA,NA,NA,13.1164379,9.52537248,NA,NA
2011,9,8,0.2367,NA,NA,NA,NA,NA,NA,16.73055,12.15,NA,NA,NA,NA,13.1164379,9.52537248,NA,NA
2011,9,9,0.2262,NA,NA,NA,NA,NA,NA,16.19352,11.76,NA,NA,NA,NA,13.1164379,9.52537248,NA,NA
2011,9,10,0.2128,NA,NA,NA,NA,NA,NA,16.19352,11.76,NA,NA,NA,NA,13.1164379,9.52537248,NA,NA
2011,9,11,0.2623,NA,NA,NA,NA,NA,NA,16.19352,11.76,NA,NA,NA,NA,13.1164379,9.52537248,NA,NA
2011,9,12,0.2206,NA,NA,NA,NA,NA,NA,16.19352,11.76,NA,NA,NA,NA,13.1164379,9.52537248,NA,NA
2011,9,13,0.2071,NA,NA,NA,NA,NA,NA,16.37253,11.89,NA,NA,NA,NA,11.81697656,8.581682327,NA,NA
2011,9,14,0.2138,NA,NA,NA,NA,NA,NA,16.60662,12.06,NA,NA,NA,NA,11.81697656,8.581682327,NA,NA
2011,9,15,0.2155,NA,NA,NA,NA,NA,NA,16.84071,12.23,NA,NA,NA,NA,11.81697656,8.581682327,NA,NA
2011,9,16,0.2324,NA,NA,NA,NA,NA,NA,16.53777,12.01,NA,NA,NA,NA,12.3854909,8.994546769,NA,NA
2011,9,17,0.2366,NA,NA,NA,NA,NA,NA,16.53777,12.01,NA,NA,NA,NA,12.3854909,8.994546769,NA,NA
2011,9,18,0.2892,NA,NA,NA,NA,NA,NA,16.53777,12.01,NA,NA,NA,NA,12.3854909,8.994546769,NA,NA
2011,9,19,0.2161,NA,NA,NA,NA,NA,NA,16.1109,11.7,NA,NA,NA,NA,12.3854909,8.994546769,NA,NA
2011,9,20,0.2301,NA,NA,NA,NA,NA,NA,16.22106,11.78,NA,NA,NA,NA,12.3854909,8.994546769,NA,NA
2011,9,21,0.3559,NA,NA,NA,NA,NA,NA,16.09713,11.69,NA,NA,NA,NA,12.3854909,8.994546769,NA,NA
2011,9,22,0.3436,NA,NA,NA,NA,NA,NA,15.47748,11.24,NA,NA,NA,NA,12.3854909,8.994546769,NA,NA
2011,9,23,0.2949,NA,NA,NA,NA,NA,NA,15.5601,11.3,NA,NA,NA,NA,12.3854909,8.994546769,NA,NA
2011,9,24,0.299,NA,NA,NA,NA,NA,NA,15.5601,11.3,NA,NA,NA,NA,12.3854909,8.994546769,NA,NA
2011,9,25,0.4026,NA,NA,NA,NA,NA,NA,15.5601,11.3,NA,NA,NA,NA,12.3854909,8.994546769,NA,NA
