"Ano","UF","Pop_Idade_Trab","Pop_Forca_Trab","Pop_Ocup","Pop_Ocup_Trab_Form","Pop_Desoc","Pop_Forca_Trab_Pot","Pop_Subut","Tx_Particp","Nivel_Ocup","Tx_Form","Tx_Desoc","Tx_Compo_Subut","Rend_Med_Trab_Princ","Rend_Med_Todos_Trab","Rend_Hora_Med_Trab_Princ","Rend_Hora_Med_Todos_Trab","Total_1000_Pess_Ocup","Homens","Mulheres","Branca","PretaParda","X14a29","X30a49","X50a59","X60oumais","Sem_Instr_Fund_Incomp","Fund_Comp_Med_Incomp","Med_Comp_Sup_Incomp","Sup_Completo","Ate14h","De15a30h","De31a39h","De40a44h","De45a48h","X49ouMais","Rend_Dom_Percap_Medio","Rend_Dom_Percap_Mediano","Rend_Dom_Percap_Medio_H","Rend_Dom_Percap_Mediano_H","Rend_Dom_Percap_Medio_M","Rend_Dom_Percap_Mediano_M","Rend_Dom_Percap_Medio_Branca","Rend_Dom_Percap_Mediano_Branca","Rend_Dom_Percap_Medio_Parda","Rend_Dom_Percap_Mediano_Parda","Rend_Dom_Percap_Medio_Preta","Rend_Dom_Percap_Mediano_Preta","Rend_Dom_Percap_Medio_PretaParda","Rend_Dom_Percap_Mediano_PretaParda","Total_Pess","Sem_Rend","MaisdeZeroate1quarto","Maisde1quartoate1meio","Maisde1meioate1","Maisde1a2","Maisde2a3","Maisde3a5","Maisde5","Canada_Quebec_Dolar","Canada_Quebec_Euro","Switzerland_Dolar","Switzerland_Euro","China_Dolar","China_Euro","Europe_Dolar","Europe_Euro","United_Kingdom_Dolar","United_Kingdom_Euro","South_Korea_Dolar","South_Korea_Euro","New_Zealand_Dolar","New_Zealand_Euro","USA_California_Dolar","USA_California_Euro"
2019,41,9181,6160,5650,3883,509,270,1091,67.1,61.5,68.7,8.3,17,2513,2591,15.3,15.3,5650,57.3,42.7,63.5,35,28.7,48.3,16.3,6.7,22.3,16.6,38.9,22.1,3.2,14.6,4.4,54.9,9.1,13.8,1596,1040,1620,1066,1572,1028,1840,1171,1146,901,1172,899,1149,901,11419,1,4.3,14.4,30.9,30.7,9,5.6,4,17,15.38328952,18.31716826,16.57519427,NA,NA,27.7,24.93,NA,NA,32.48663444,29.25323628,18.75,16.86390533,17,15.38328952
2019,42,5833,3984,3734,2876,250,87,443,68.3,64,77,6.3,10.9,2543,2599,15.1,15.2,3734,55.9,44.1,79.6,19.8,31.2,49.2,14.2,5.4,19.7,19.2,39.8,21.3,2.1,11.9,2.9,63.9,6.4,12.8,1723,1270,1763,1291,1685,1230,1853,1355,1211,1010,1268,1045,1220,1016,7151,0.8,2.1,8.6,28.3,38.3,11.6,6.7,3.5,17,15.38328952,18.31716826,16.57519427,NA,NA,27.7,24.93,NA,NA,32.48663444,29.25323628,18.75,16.86390533,17,15.38328952
2019,43,9396,6280,5788,4045,492,219,1011,66.8,61.6,69.9,7.8,15.6,2539,2621,15.4,15.4,5788,55.9,44.1,79.6,19.9,27.7,46.8,16.8,8.8,23.6,17.4,39.6,19.4,3.5,14.6,3.6,53.3,9,16,1804,1178,1825,1183,1784,1172,1957,1282,1204,889,1203,851,1204,883,11356,0.7,3.6,11.1,28.7,34,10.4,6.6,4.9,17,15.38328952,18.31716826,16.57519427,NA,NA,27.7,24.93,NA,NA,32.48663444,29.25323628,18.75,16.86390533,17,15.38328952
2019,50,2113,1460,1345,778,116,88,276,69.1,63.6,57.8,7.9,17.8,2318,2399,14.5,14.5,1345,57.1,42.9,41.9,56.1,29.3,49,14.2,7.5,28.2,16.8,34.9,20.1,4.8,15,4.6,50.3,13.1,12.2,1509,1016,1527,1030,1490,1008,1862,1126,1205,886,1269,930,1212,888,2709,0.9,5,14.9,32.1,28.8,9,5.7,3.4,17,15.38328952,18.31716826,16.57519427,NA,NA,27.7,24.93,NA,NA,32.48663444,29.25323628,18.75,16.86390533,17,15.38328952
2019,51,2649,1845,1694,1006,151,85,309,69.6,63.9,59.4,8.2,16,2254,2306,14.1,14,1694,59.5,40.5,29.9,68.7,33.7,47.4,13.4,5.5,26.7,18.3,37.4,17.5,3.1,15.5,3.3,58.1,9.2,10.7,1369,985,1401,1019,1335,945,1816,1152,1180,866,1229,886,1188,873,3430,0.7,5,15.9,34.3,28.5,8.5,4.8,2.4,17,15.38328952,18.31716826,16.57519427,NA,NA,27.7,24.93,NA,NA,32.48663444,29.25323628,18.75,16.86390533,17,15.38328952
2019,52,5643,3817,3409,1933,408,179,731,67.6,60.4,56.7,10.7,18.3,2059,2113,12.4,12.4,3409,57.4,42.6,35.2,63.7,29,50,14.5,6.4,25.8,16,39.8,18.4,3.2,13.8,3,56.1,11.1,12.8,1294,926,1334,957,1255,895,1577,1043,1143,824,1103,811,1137,823,7019,1.5,5.4,19.3,33.6,26.7,6.9,4.7,2.1,17,15.38328952,18.31716826,16.57519427,NA,NA,27.7,24.93,NA,NA,32.48663444,29.25323628,18.75,16.86390533,17,15.38328952
2019,53,2472,1668,1444,982,224,95,402,67.5,58.4,68,13.4,22.8,4001,4094,24.5,24.4,1444,54.2,45.8,39.2,59.7,26.4,52.3,15.3,6,15.4,10.6,38.1,35.9,2.9,16.3,4.8,53.7,9,13.3,2583,1368,2632,1387,2538,1365,3436,1909,2047,1122,1794,1042,2002,1100,3008,0.6,3.7,13.6,23.1,23.3,12.2,11.7,11.8,17,15.38328952,18.31716826,16.57519427,NA,NA,27.7,24.93,NA,NA,32.48663444,29.25323628,18.75,16.86390533,17,15.38328952
2020,11,1409,892,803,478,90,57,184,63.3,57,59.5,10,19.4,1923,1995,12.1,12.2,803,60.1,39.9,30.4,68.9,31,50.4,12.9,5.7,27.4,16.3,39.1,17.2,2.9,17.2,3.2,57.9,8.5,10.2,1109,809,1129,839,1091,793,1336,914,1011,780,1009,805,1010,782,1786,2.2,6.6,16.9,38.5,25.8,6.6,2.3,1.1,16.93,14.30151732,32.24977727,26.5,NA,NA,38.99180618,32.04,NA,NA,21.02048826,17.27276856,26.60478957,21.86145094,16.93,14.30151732
2020,12,663,333,280,127,52,82,149,50.2,42.3,45.2,15.7,35.8,1886,1920,12.1,12.1,280,60.1,39.9,17.9,81.3,26.8,54.1,13.4,5.7,24.9,12.6,40.4,22.2,2.8,24.7,4,53,11.5,4,888,559,924,583,854,538,1198,698,813,531,906,559,818,532,878,1.7,18.4,26.2,29.8,16.1,4.2,2.3,1.3,16.93,14.30151732,32.24977727,26.5,NA,NA,38.99180618,32.04,NA,NA,21.02048826,17.27276856,26.60478957,21.86145094,16.93,14.30151732
2020,13,3016,1790,1524,600,266,244,639,59.3,50.5,39.3,14.8,31.4,1795,1856,11.5,11.5,1524,61.8,38.2,14.2,83.5,30.4,50.3,12.9,6.4,25.5,13.3,43.7,17.6,3,29,3.5,51.4,9,4.1,828,516,846,529,809,504,1437,762,733,493,1185,629,744,502,4043,2,21.6,26.7,29.2,14.1,3.3,1.5,1.6,16.93,14.30151732,32.24977727,26.5,NA,NA,38.99180618,32.04,NA,NA,21.02048826,17.27276856,26.60478957,21.86145094,16.93,14.30151732
2020,14,411,245,204,101,41,36,93,59.6,49.7,49.4,16.6,33.1,2057,2141,12.6,12.6,204,60.6,39.4,18.5,77.9,29.6,53.1,12.2,5.1,18.1,12,48.9,20.9,1.3,23.8,3.4,54.1,9.5,8,950,551,968,549,932,552,1361,755,880,529,969,604,889,540,562,1.8,16.8,28.7,29.1,14.4,4.6,2.4,2.2,16.93,14.30151732,32.24977727,26.5,NA,NA,38.99180618,32.04,NA,NA,21.02048826,17.27276856,26.60478957,21.86145094,16.93,14.30151732
2020,15,6707,3755,3362,1184,393,495,1212,56,50.1,35.2,10.5,28.5,1639,1678,10.4,10.4,3362,61.7,38.3,17.4,81.8,27.3,51.6,14.2,6.8,31.7,15.6,38.4,14.3,4.4,27.1,5.4,43.1,11.3,8.8,863,567,879,570,847,566,1206,725,790,536,806,591,791,539,8644,1.5,14.6,27.6,33.5,15.9,3.7,2.1,1.1,16.93,14.30151732,32.24977727,26.5,NA,NA,38.99180618,32.04,NA,NA,21.02048826,17.27276856,26.60478957,21.86145094,16.93,14.30151732
2020,16,638,358,298,126,60,53,131,56.1,46.7,42.4,16.8,31.8,1961,1997,12.7,12.7,298,61.4,38.6,13.7,85.1,29.7,49.8,13.8,6.7,23.9,14.5,40.6,20.9,1.7,28.2,4.4,52.8,6.2,6.7,856,542,891,580,822,527,1066,606,813,527,885,672,817,531,853,1.2,17.8,28.6,29.5,15.2,4,2.5,1.2,16.93,14.30151732,32.24977727,26.5,NA,NA,38.99180618,32.04,NA,NA,21.02048826,17.27276856,26.60478957,21.86145094,16.93,14.30151732
2020,17,1248,689,612,285,77,117,250,55.2,49.1,46.5,11.2,31,1913,1962,12.1,12.1,612,61.4,38.6,21.3,77.6,25.3,52.8,14.9,7,25.4,13.3,40.4,20.8,3.1,19.6,5,57,8,7.3,1019,684,1037,695,1000,669,1457,885,923,664,896,603,919,652,1577,1.6,11,24,34.1,20.3,4.5,2.7,1.8,16.93,14.30151732,32.24977727,26.5,NA,NA,38.99180618,32.04,NA,NA,21.02048826,17.27276856,26.60478957,21.86145094,16.93,14.30151732
2020,21,5375,2498,2112,745,386,833,1477,46.5,39.3,35.3,15.5,44.3,1376,1401,9.1,9.1,2112,60.3,39.7,18.6,80.5,29.7,51.1,13.5,5.7,27.5,14.4,44.2,13.9,3.2,28,5.7,49.8,7.3,6,662,464,667,463,657,467,920,566,604,441,641,481,609,446,7080,2.2,22.8,30.3,29.7,11.7,1.6,1.2,0.6,16.93,14.30151732,32.24977727,26.5,NA,NA,38.99180618,32.04,NA,NA,21.02048826,17.27276856,26.60478957,21.86145094,16.93,14.30151732
2020,22,2599,1330,1136,425,194,356,801,51.2,43.7,37.4,14.6,47.5,1311,1403,9,9,1136,59.6,40.4,19.9,79.9,25.3,51.2,15.4,8.1,36.4,12.7,33.7,17.3,10.9,27,7.3,40.6,5.9,8.5,836,568,841,568,832,570,1090,711,778,539,785,634,779,547,3280,0.7,16.4,27,32.3,17.9,2.8,1.7,1.2,16.93,14.30151732,32.24977727,26.5,NA,NA,38.99180618,32.04,NA,NA,21.02048826,17.27276856,26.60478957,21.86145094,16.93,14.30151732
2020,23,7375,3767,3264,1498,503,819,1649,51.1,44.3,45.9,13.3,36,1788,1845,11.2,11.2,3264,58.8,41.2,26.5,72.6,26.6,51.7,14.9,6.9,25,15.1,39.4,20.5,5,21.8,3.9,47.2,11.7,10.3,980,565,981,565,978,565,1492,758,812,526,799,558,811,528,9178,1.6,15.8,27.3,30.5,15.6,4.2,2.6,2.3,16.93,14.30151732,32.24977727,26.5,NA,NA,38.99180618,32.04,NA,NA,21.02048826,17.27276856,26.60478957,21.86145094,16.93,14.30151732
2020,24,2804,1445,1209,665,236,332,709,51.5,43.1,55,16.3,39.9,1842,1940,11.7,11.8,1209,60.5,39.5,37,62.9,25.8,52.6,16,5.6,26.1,12.3,38.2,23.4,4.2,23.8,5.1,50.2,7.4,9.3,1045,640,1037,657,1053,631,1292,783,898,572,857,588,893,573,3529,1,12.4,25.4,33.3,18,4.8,3.3,1.9,16.93,14.30151732,32.24977727,26.5,NA,NA,38.99180618,32.04,NA,NA,21.02048826,17.27276856,26.60478957,21.86145094,16.93,14.30151732
2020,25,3143,1542,1268,594,275,414,841,49.1,40.3,46.9,17.8,43,1599,1699,10.4,10.5,1268,61,39,31.2,68.2,26,52,15.7,6.3,33.4,12.6,34.9,19,4.4,22.5,3.8,48.5,10.1,10.7,861,542,888,543,836,540,1048,615,772,519,800,548,774,524,4016,1.4,15.5,30.1,32,14.5,2.4,2.4,1.6,16.93,14.30151732,32.24977727,26.5,NA,NA,38.99180618,32.04,NA,NA,21.02048826,17.27276856,26.60478957,21.86145094,16.93,14.30151732
2020,26,7639,3804,3154,1623,649,765,1661,49.8,41.3,51.4,17.1,36.4,1737,1805,11.2,11.2,3154,59.6,40.4,31.1,68.2,25.7,53.4,14.6,6.3,25.9,11.6,43.3,19.2,3.8,22.4,3.9,46.8,12,11.1,882,540,899,553,866,537,1265,681,723,513,747,565,725,516,9556,2.6,18.5,25.9,31.1,14.4,3.7,2.3,1.5,16.93,14.30151732,32.24977727,26.5,NA,NA,38.99180618,32.04,NA,NA,21.02048826,17.27276856,26.60478957,21.86145094,16.93,14.30151732
2020,27,2591,1149,927,461,223,397,718,44.4,35.8,49.7,19.4,46.4,1568,1647,10.3,10.2,927,59.5,40.5,26.8,72.2,26.6,55.8,12.3,5.3,30.6,13.8,36.1,19.5,4.1,22.7,4.5,48.7,9.6,10.3,768,516,788,516,750,516,994,550,673,500,921,528,691,505,3343,2.6,18.6,29.3,32.7,11.8,2.7,1.2,1.1,16.93,14.30151732,32.24977727,26.5,NA,NA,38.99180618,32.04,NA,NA,21.02048826,17.27276856,26.60478957,21.86145094,16.93,14.30151732
2020,28,1832,1029,828,407,202,184,524,56.2,45.2,49.2,19.6,43.2,1747,1837,11.4,11.4,828,58.6,41.4,19.4,80,29.6,50.8,14.7,4.9,31,12.2,40.6,16.2,6.1,25,5.5,43.5,8.1,11.8,994,602,1000,602,988,592,1484,725,892,564,811,526,882,562,2319,0.8,14.5,26.9,33.2,15.4,3.8,3.4,2,16.93,14.30151732,32.24977727,26.5,NA,NA,38.99180618,32.04,NA,NA,21.02048826,17.27276856,26.60478957,21.86145094,16.93,14.30151732
2020,29,11947,6416,5115,2499,1300,1528,3585,53.7,42.8,48.8,20.3,45.1,1782,1849,11.4,11.4,5115,58.5,41.5,18.6,80.6,23.6,55.5,14.6,6.4,28.3,12.6,41.4,17.7,5.4,22.3,4.1,49.4,9.2,9.6,947,574,994,589,902,565,1437,700,857,554,770,552,833,554,14906,2.4,16,25.8,31.6,16.7,3.5,2.3,1.6,16.93,14.30151732,32.24977727,26.5,NA,NA,38.99180618,32.04,NA,NA,21.02048826,17.27276856,26.60478957,21.86145094,16.93,14.30151732
2020,31,17489,10829,9456,5945,1373,1157,3236,61.9,54.1,62.9,12.7,27,1965,2063,12.1,12.1,9456,58.5,41.5,39.7,60.1,27.7,49.3,15.8,7.1,25.3,14.9,40.9,18.9,3.9,16.3,3.3,55,9.6,11.9,1290,908,1330,940,1251,876,1668,1055,1058,803,1005,789,1048,800,21276,1,5,16.4,35.5,29.7,6.1,3.9,2.3,16.93,14.30151732,32.24977727,26.5,NA,NA,38.99180618,32.04,NA,NA,21.02048826,17.27276856,26.60478957,21.86145094,16.93,14.30151732
2020,32,3264,2087,1818,1085,268,137,495,63.9,55.7,59.7,12.9,22.3,2197,2263,13.4,13.3,1818,57.3,42.7,39.8,59.7,25.1,51.7,16.2,7,24.2,13.6,40.5,21.7,2.2,16.6,2.8,60.3,8.6,9.6,1323,890,1350,899,1298,883,1745,1065,1084,770,964,733,1064,757,4060,1.7,6,16.6,34.9,27,6.1,4.5,3.1,16.93,14.30151732,32.24977727,26.5,NA,NA,38.99180618,32.04,NA,NA,21.02048826,17.27276856,26.60478957,21.86145094,16.93,14.30151732
2020,33,14559,8302,6831,4512,1470,622,2399,57,46.9,66,17.7,26.9,2875,2950,17.9,17.9,6831,57.8,42.2,45.6,54.1,21.3,52,17.9,8.8,15.1,12.4,45.2,27.4,2.9,14.9,3.6,54.5,13.5,10.6,1664,983,1686,1005,1645,939,2281,1211,1185,804,1050,769,1152,799,17359,3,6.1,15.4,30.1,26.1,7.2,6.3,5.8,16.93,14.30151732,32.24977727,26.5,NA,NA,38.99180618,32.04,NA,NA,21.02048826,17.27276856,26.60478957,21.86145094,16.93,14.30151732
2020,35,37694,24355,20944,14689,3411,1702,6208,64.6,55.6,70.1,14,23.8,3013,3108,17.6,17.7,20944,56.8,43.2,59.1,39,25.2,51.5,16.4,6.9,14.6,12.1,45.6,27.7,2.5,12.3,4.5,56,11.6,13.1,1787,1060,1843,1101,1736,1052,2181,1259,1130,875,1174,885,1138,875,46270,1.5,3.8,13.1,29.8,31.1,9.2,5.8,5.7,16.93,14.30151732,32.24977727,26.5,NA,NA,38.99180618,32.04,NA,NA,21.02048826,17.27276856,26.60478957,21.86145094,16.93,14.30151732
2020,41,9289,5896,5323,3795,573,380,1225,63.5,57.3,71.3,9.7,19.5,2508,2575,15.3,15.3,5323,58,42,66,32.7,26.8,50.1,17,6.1,20.1,15.5,40.5,23.9,2.8,14.9,3.4,59.4,8,11.5,1479,1033,1520,1051,1438,1014,1674,1118,1093,859,1101,894,1094,863,11503,2.1,3.8,13.3,31.7,31.6,8.7,5.9,3,16.93,14.30151732,32.24977727,26.5,NA,NA,38.99180618,32.04,NA,NA,21.02048826,17.27276856,26.60478957,21.86145094,16.93,14.30151732
2020,42,5942,3848,3600,2859,248,131,460,64.8,60.6,79.4,6.4,11.6,2528,2563,14.9,14.9,3600,56.5,43.5,82.9,16.7,29.2,51,14.4,5.4,17.3,16.5,43.2,23,1.5,11.4,2.6,66.8,5.9,11.7,1601,1205,1637,1231,1566,1172,1680,1255,1200,990,1270,1046,1212,1004,7239,1.2,2.2,8.9,29.4,38.7,10.8,5.8,2.9,16.93,14.30151732,32.24977727,26.5,NA,NA,38.99180618,32.04,NA,NA,21.02048826,17.27276856,26.60478957,21.86145094,16.93,14.30151732
2020,43,9407,5852,5304,3858,547,356,1191,62.2,56.4,72.7,9.4,19.2,2606,2681,15.8,15.8,5304,56.8,43.2,82.4,17.2,26.1,48.6,17.1,8.3,21.6,16.2,40.4,21.8,2.7,15.5,3.6,56.7,7.5,13.9,1714,1142,1758,1159,1670,1129,1855,1232,1086,855,1146,816,1106,842,11403,1.2,3.1,11.4,28.4,35.8,10.2,5.6,4.3,16.93,14.30151732,32.24977727,26.5,NA,NA,38.99180618,32.04,NA,NA,21.02048826,17.27276856,26.60478957,21.86145094,16.93,14.30151732
2020,50,2148,1364,1235,758,129,104,294,63.5,57.5,61.4,9.5,20,2364,2445,14.3,14.3,1235,58.8,41.2,42.3,55.5,29.7,48.5,14.6,7.2,23.5,16.3,37.2,22.9,3.1,15.2,3,55.7,11.8,11.2,1424,988,1452,1013,1395,968,1781,1095,1112,855,1238,926,1126,864,2739,0.7,4.5,16.5,32.4,29.6,7.6,5.5,3.1,16.93,14.30151732,32.24977727,26.5,NA,NA,38.99180618,32.04,NA,NA,21.02048826,17.27276856,26.60478957,21.86145094,16.93,14.30151732
2020,51,2699,1781,1612,968,169,90,313,66,59.7,60.1,9.5,16.7,2419,2455,14.2,14.1,1612,60.4,39.6,32.6,66.2,29.6,49.5,14.9,6,23.9,17.9,37.5,20.7,2.1,14.9,2.6,60.9,9.6,9.9,1345,955,1377,982,1312,929,1831,1175,1138,846,1117,867,1135,848,3467,1.3,4.6,17.3,33.6,29.1,7.8,4.1,2.2,16.93,14.30151732,32.24977727,26.5,NA,NA,38.99180618,32.04,NA,NA,21.02048826,17.27276856,26.60478957,21.86145094,16.93,14.30151732
2020,52,5698,3577,3110,1859,467,293,898,62.8,54.6,59.8,13.1,23.2,2107,2157,12.7,12.6,3110,59.7,40.3,35.3,64.2,26.3,50.9,15.9,7,23.4,14.8,42.6,19.2,2.4,12.9,3.1,59.6,10.1,11.9,1236,904,1269,931,1204,877,1473,1024,1102,841,1126,829,1105,840,7109,1.6,5,17.3,35.2,28.7,6.8,3.5,2,16.93,14.30151732,32.24977727,26.5,NA,NA,38.99180618,32.04,NA,NA,21.02048826,17.27276856,26.60478957,21.86145094,16.93,14.30151732
2020,53,2506,1563,1342,930,220,98,382,62.4,53.6,69.3,14.1,23,4144,4215,25.2,25.1,1342,55.7,44.3,40,58.9,25.6,52.2,16.2,5.9,13.5,10,36.5,40,2.5,16.4,5.4,58.5,7.4,9.8,2384,1251,2445,1265,2328,1214,3223,1884,1820,1032,1856,1065,1825,1033,3048,1.6,3.2,11.8,26.9,22.5,11.3,11,11.7,16.93,14.30151732,32.24977727,26.5,NA,NA,38.99180618,32.04,NA,NA,21.02048826,17.27276856,26.60478957,21.86145094,16.93,14.30151732
