"UF","Ano","Mes","Dia","Area_Km","Canada_Quebec_Dolar","Canada_Quebec_Euro","Switzerland_Dolar","Switzerland_Euro","China_Dolar","China_Euro","Europe_Dolar","Europe_Euro","United_Kingdom_Dolar","United_Kingdom_Euro","South_Korea_Dolar","South_Korea_Euro","New_Zealand_Dolar","New_Zealand_Euro","USA_California_Dolar","USA_California_Euro"
13,2012,8,23,12.2574338935,NA,NA,NA,NA,NA,NA,10.05636474,8.11,NA,NA,NA,NA,3.846673913,3.102167259,NA,NA
51,2012,8,23,39.697526964,NA,NA,NA,NA,NA,NA,10.05636474,8.11,NA,NA,NA,NA,3.846673913,3.102167259,NA,NA
13,2012,8,24,76.7872035403,NA,NA,NA,NA,NA,NA,10.0687647,8.12,NA,NA,NA,NA,3.846673913,3.102167259,NA,NA
15,2012,8,26,67.9576797924,NA,NA,NA,NA,NA,NA,10.0687647,8.12,NA,NA,NA,NA,3.846673913,3.102167259,NA,NA
13,2012,8,27,2.4026686901,NA,NA,NA,NA,NA,NA,10.05636474,8.11,NA,NA,NA,NA,3.846673913,3.102167259,NA,NA
13,2012,9,2,0.7523250766,NA,NA,NA,NA,NA,NA,9.820765565,7.92,NA,NA,NA,NA,3.806182609,3.069512866,NA,NA
13,2012,9,3,18.7714826313,NA,NA,NA,NA,NA,NA,10.5545297,8.21,NA,NA,NA,NA,3.8988549,3.032783046,NA,NA
15,2012,9,3,4.4973334427,NA,NA,NA,NA,NA,NA,10.5545297,8.21,NA,NA,NA,NA,3.8988549,3.032783046,NA,NA
51,2012,9,3,0.1470521858,NA,NA,NA,NA,NA,NA,10.5545297,8.21,NA,NA,NA,NA,3.8988549,3.032783046,NA,NA
16,2012,9,4,5.3252550296,NA,NA,NA,NA,NA,NA,10.4902512,8.16,NA,NA,NA,NA,3.8988549,3.032783046,NA,NA
12,2012,9,5,0.0734074841,NA,NA,NA,NA,NA,NA,10.5545297,8.21,NA,NA,NA,NA,3.8825075,3.020066974,NA,NA
15,2012,9,5,47.784692679,NA,NA,NA,NA,NA,NA,10.5545297,8.21,NA,NA,NA,NA,3.8825075,3.020066974,NA,NA
21,2012,9,5,54.6687917011,NA,NA,NA,NA,NA,NA,10.5545297,8.21,NA,NA,NA,NA,3.8825075,3.020066974,NA,NA
13,2012,9,6,0.7188698579,NA,NA,NA,NA,NA,NA,10.5545297,8.21,NA,NA,NA,NA,3.841639,2.988276796,NA,NA
13,2012,9,8,1.9362814483,NA,NA,NA,NA,NA,NA,10.6445196,8.28,NA,NA,NA,NA,3.8825075,3.020066974,NA,NA
15,2012,9,8,0.5940536827,NA,NA,NA,NA,NA,NA,10.6445196,8.28,NA,NA,NA,NA,3.8825075,3.020066974,NA,NA
15,2012,9,9,10.8801478955,NA,NA,NA,NA,NA,NA,10.6445196,8.28,NA,NA,NA,NA,3.8825075,3.020066974,NA,NA
12,2012,9,10,18.1016800396,NA,NA,NA,NA,NA,NA,10.0917245,7.85,NA,NA,NA,NA,3.8579864,3.000992867,NA,NA
13,2012,9,10,4.5257564892,NA,NA,NA,NA,NA,NA,10.0917245,7.85,NA,NA,NA,NA,3.8579864,3.000992867,NA,NA
17,2012,9,10,0.2415509087,NA,NA,NA,NA,NA,NA,10.0917245,7.85,NA,NA,NA,NA,3.8579864,3.000992867,NA,NA
13,2012,9,11,58.8177411633,NA,NA,NA,NA,NA,NA,9.898889,7.7,NA,NA,NA,NA,3.6372965,2.829325902,NA,NA
11,2012,9,12,4.9075646728,NA,NA,NA,NA,NA,NA,10.1302916,7.88,NA,NA,NA,NA,3.351217,2.606794651,NA,NA
13,2012,9,13,0.6790136562,NA,NA,NA,NA,NA,NA,9.9503118,7.74,NA,NA,NA,NA,3.26948,2.543214294,NA,NA
15,2012,9,13,3.3003152359,NA,NA,NA,NA,NA,NA,9.9503118,7.74,NA,NA,NA,NA,3.26948,2.543214294,NA,NA
21,2012,9,16,10.3718845226,NA,NA,NA,NA,NA,NA,9.4746509,7.37,NA,NA,NA,NA,2.942532,2.288892865,NA,NA
13,2012,9,21,1.6318931586,NA,NA,NA,NA,NA,NA,9.5003623,7.39,NA,NA,NA,NA,2.615584,2.034571435,NA,NA
14,2012,9,21,8.7887230878,NA,NA,NA,NA,NA,NA,9.5003623,7.39,NA,NA,NA,NA,2.615584,2.034571435,NA,NA
16,2012,9,23,0.6495910294,NA,NA,NA,NA,NA,NA,9.5003623,7.39,NA,NA,NA,NA,2.615584,2.034571435,NA,NA
15,2012,10,2,0.0764227645,NA,NA,NA,NA,NA,NA,10.145804,7.82,NA,NA,NA,NA,3.1561075,2.432607672,NA,NA
14,2012,10,6,21.3431062364,NA,NA,NA,NA,NA,NA,10.04201061,7.74,NA,NA,NA,NA,2.910177045,2.243053828,NA,NA
15,2012,10,8,0.6663373429,NA,NA,NA,NA,NA,NA,10.22364904,7.88,NA,NA,NA,NA,2.885584,2.224098443,NA,NA
16,2012,10,8,2.1064661816,NA,NA,NA,NA,NA,NA,10.22364904,7.88,NA,NA,NA,NA,2.885584,2.224098443,NA,NA
13,2012,10,24,0.6667372224,NA,NA,NA,NA,NA,NA,9.938217217,7.66,NA,NA,NA,NA,2.049420455,1.579615371,NA,NA
14,2012,10,25,0.0969732383,NA,NA,NA,NA,NA,NA,9.925243043,7.65,NA,NA,NA,NA,2.213374091,1.705984601,NA,NA
13,2012,11,3,5.0270729956,NA,NA,NA,NA,NA,NA,10.35197591,8.07,NA,NA,NA,NA,2.351090955,1.832819567,NA,NA
14,2012,11,3,3.8384044162,NA,NA,NA,NA,NA,NA,10.35197591,8.07,NA,NA,NA,NA,2.351090955,1.832819567,NA,NA
14,2012,11,4,15.33187421,NA,NA,NA,NA,NA,NA,10.35197591,8.07,NA,NA,NA,NA,2.351090955,1.832819567,NA,NA
15,2012,11,10,0.1068656926,NA,NA,NA,NA,NA,NA,10.65984136,8.31,NA,NA,NA,NA,2.211827727,1.724255342,NA,NA
13,2012,11,12,0.2073539583,NA,NA,NA,NA,NA,NA,11.62192091,9.06,NA,NA,NA,NA,2.392050727,1.864750221,NA,NA
15,2012,11,16,0.9069067923,NA,NA,NA,NA,NA,NA,8.799820909,6.86,NA,NA,NA,NA,2.269171409,1.768958258,10.09,7.865773715
14,2012,11,22,0.6381649903,NA,NA,NA,NA,NA,NA,8.658715909,6.75,NA,NA,NA,NA,2.392050727,1.864750221,10.09,7.865773715
15,2012,12,3,0.2636986376,NA,NA,NA,NA,NA,NA,7.858501684,5.99,NA,NA,NA,NA,2.329025263,1.775257153,10.09,7.865773715
13,2013,6,22,0.0691868444,NA,NA,NA,NA,NA,NA,5.7239175,4.34,NA,NA,NA,NA,1.383863158,1.049275449,14,10.78412493
15,2013,6,28,76.4426394836,NA,NA,NA,NA,NA,NA,5.47333125,4.15,NA,NA,NA,NA,1.50248,1.139213345,14,10.78412493
15,2013,7,4,42.7258032002,NA,NA,NA,NA,NA,NA,5.925299087,4.53,NA,NA,NA,NA,1.521670739,1.163345233,14,10.78412493
21,2013,7,4,99.9246364413,NA,NA,NA,NA,NA,NA,5.925299087,4.53,NA,NA,NA,NA,1.521670739,1.163345233,14,10.78412493
15,2013,7,7,46.4013305214,NA,NA,NA,NA,NA,NA,5.545975304,4.24,NA,NA,NA,NA,1.537439348,1.175400624,14,10.78412493
51,2013,7,7,12.999757621,NA,NA,NA,NA,NA,NA,5.545975304,4.24,NA,NA,NA,NA,1.537439348,1.175400624,14,10.78412493
11,2013,7,8,10.3037421033,NA,NA,NA,NA,NA,NA,5.506734913,4.21,NA,NA,NA,NA,1.537439348,1.175400624,14,10.78412493
12,2013,7,8,18.7283426027,NA,NA,NA,NA,NA,NA,5.506734913,4.21,NA,NA,NA,NA,1.537439348,1.175400624,14,10.78412493
13,2013,7,8,95.3090536465,NA,NA,NA,NA,NA,NA,5.506734913,4.21,NA,NA,NA,NA,1.537439348,1.175400624,14,10.78412493
15,2013,7,8,124.7715198,NA,NA,NA,NA,NA,NA,5.506734913,4.21,NA,NA,NA,NA,1.537439348,1.175400624,14,10.78412493
15,2013,7,11,109.9586014424,NA,NA,NA,NA,NA,NA,5.349773348,4.09,NA,NA,NA,NA,1.655703913,1.265816057,14,10.78412493
17,2013,7,11,1.316345254,NA,NA,NA,NA,NA,NA,5.349773348,4.09,NA,NA,NA,NA,1.655703913,1.265816057,14,10.78412493
21,2013,7,11,1.410637792,NA,NA,NA,NA,NA,NA,5.349773348,4.09,NA,NA,NA,NA,1.655703913,1.265816057,14,10.78412493
13,2013,7,12,35.6323947358,NA,NA,NA,NA,NA,NA,5.271292565,4.03,NA,NA,NA,NA,1.655703913,1.265816057,14,10.78412493
21,2013,7,13,28.7146367562,NA,NA,NA,NA,NA,NA,5.271292565,4.03,NA,NA,NA,NA,1.655703913,1.265816057,14,10.78412493
15,2013,7,14,133.0204793637,NA,NA,NA,NA,NA,NA,5.271292565,4.03,NA,NA,NA,NA,1.655703913,1.265816057,14,10.78412493
51,2013,7,14,13.7822099132,NA,NA,NA,NA,NA,NA,5.271292565,4.03,NA,NA,NA,NA,1.655703913,1.265816057,14,10.78412493
12,2013,7,15,7.946272996,NA,NA,NA,NA,NA,NA,5.245132304,4.01,NA,NA,NA,NA,1.655703913,1.265816057,14,10.78412493
13,2013,7,15,31.9216030121,NA,NA,NA,NA,NA,NA,5.245132304,4.01,NA,NA,NA,NA,1.655703913,1.265816057,14,10.78412493
51,2013,7,16,123.44347284,NA,NA,NA,NA,NA,NA,5.362853478,4.1,NA,NA,NA,NA,1.655703913,1.265816057,14,10.78412493
15,2013,7,18,105.1883998507,NA,NA,NA,NA,NA,NA,5.375933609,4.11,NA,NA,NA,NA,1.655703913,1.265816057,14,10.78412493
51,2013,7,18,38.7490109542,NA,NA,NA,NA,NA,NA,5.375933609,4.11,NA,NA,NA,NA,1.655703913,1.265816057,14,10.78412493
13,2013,7,19,17.2897657581,NA,NA,NA,NA,NA,NA,5.454414391,4.17,NA,NA,NA,NA,1.655703913,1.265816057,14,10.78412493
12,2013,7,22,14.9710989572,NA,NA,NA,NA,NA,NA,5.493654783,4.2,NA,NA,NA,NA,1.655703913,1.265816057,14,10.78412493
13,2013,7,22,0.6172420887,NA,NA,NA,NA,NA,NA,5.493654783,4.2,NA,NA,NA,NA,1.655703913,1.265816057,14,10.78412493
14,2013,7,24,0.3700248305,NA,NA,NA,NA,NA,NA,5.585215696,4.27,NA,NA,NA,NA,1.655703913,1.265816057,14,10.78412493
15,2013,7,25,1.9940143197,NA,NA,NA,NA,NA,NA,5.598295826,4.28,NA,NA,NA,NA,1.647819609,1.259788361,14,10.78412493
16,2013,7,25,0.2420630606,NA,NA,NA,NA,NA,NA,5.598295826,4.28,NA,NA,NA,NA,1.647819609,1.259788361,14,10.78412493
51,2013,7,25,69.8554701942,NA,NA,NA,NA,NA,NA,5.598295826,4.28,NA,NA,NA,NA,1.647819609,1.259788361,14,10.78412493
11,2013,7,26,438.9348900168,NA,NA,NA,NA,NA,NA,5.611375957,4.29,NA,NA,NA,NA,1.655703913,1.265816057,14,10.78412493
12,2013,7,27,1.59171517,NA,NA,NA,NA,NA,NA,5.611375957,4.29,NA,NA,NA,NA,1.655703913,1.265816057,14,10.78412493
13,2013,7,27,0.0760189674,NA,NA,NA,NA,NA,NA,5.611375957,4.29,NA,NA,NA,NA,1.655703913,1.265816057,14,10.78412493
15,2013,7,27,124.6730264719,NA,NA,NA,NA,NA,NA,5.611375957,4.29,NA,NA,NA,NA,1.655703913,1.265816057,14,10.78412493
11,2013,7,28,28.8601073912,NA,NA,NA,NA,NA,NA,5.611375957,4.29,NA,NA,NA,NA,1.655703913,1.265816057,14,10.78412493
51,2013,7,28,45.6327196461,NA,NA,NA,NA,NA,NA,5.611375957,4.29,NA,NA,NA,NA,1.655703913,1.265816057,14,10.78412493
12,2013,7,29,25.0974319804,NA,NA,NA,NA,NA,NA,5.624456087,4.3,NA,NA,NA,NA,1.655703913,1.265816057,14,10.78412493
13,2013,7,29,1.7532320251,NA,NA,NA,NA,NA,NA,5.624456087,4.3,NA,NA,NA,NA,1.655703913,1.265816057,14,10.78412493
21,2013,7,29,6.7737772001,NA,NA,NA,NA,NA,NA,5.624456087,4.3,NA,NA,NA,NA,1.655703913,1.265816057,14,10.78412493
13,2013,7,30,3.106318568,NA,NA,NA,NA,NA,NA,5.572135565,4.26,NA,NA,NA,NA,1.655703913,1.265816057,14,10.78412493
15,2013,7,30,4.5427945055,NA,NA,NA,NA,NA,NA,5.572135565,4.26,NA,NA,NA,NA,1.655703913,1.265816057,14,10.78412493
51,2013,7,30,133.2741998591,NA,NA,NA,NA,NA,NA,5.572135565,4.26,NA,NA,NA,NA,1.655703913,1.265816057,14,10.78412493
12,2013,7,31,75.4356531953,NA,NA,NA,NA,NA,NA,5.624456087,4.3,NA,NA,NA,NA,1.695125435,1.295954534,14,10.78412493
13,2013,7,31,3.3037292226,NA,NA,NA,NA,NA,NA,5.624456087,4.3,NA,NA,NA,NA,1.695125435,1.295954534,14,10.78412493
15,2013,8,1,35.3865704154,NA,NA,NA,NA,NA,NA,5.7363945,4.31,NA,NA,NA,NA,1.703303295,1.279765052,14,10.78412493
51,2013,8,1,77.4931584319,NA,NA,NA,NA,NA,NA,5.7363945,4.31,NA,NA,NA,NA,1.703303295,1.279765052,14,10.78412493
11,2013,8,2,4.4767310832,NA,NA,NA,NA,NA,NA,5.8162515,4.37,NA,NA,NA,NA,1.703303295,1.279765052,14,10.78412493
15,2013,8,3,433.8547346176,NA,NA,NA,NA,NA,NA,5.8162515,4.37,NA,NA,NA,NA,1.703303295,1.279765052,14,10.78412493
51,2013,8,3,62.0597023704,NA,NA,NA,NA,NA,NA,5.8162515,4.37,NA,NA,NA,NA,1.703303295,1.279765052,14,10.78412493
11,2013,8,4,192.3112194188,NA,NA,NA,NA,NA,NA,5.8162515,4.37,NA,NA,NA,NA,1.703303295,1.279765052,14,10.78412493
13,2013,8,4,59.129058844,NA,NA,NA,NA,NA,NA,5.8162515,4.37,NA,NA,NA,NA,1.703303295,1.279765052,14,10.78412493
51,2013,8,4,13.5808235452,NA,NA,NA,NA,NA,NA,5.8162515,4.37,NA,NA,NA,NA,1.703303295,1.279765052,14,10.78412493
12,2013,8,5,5.7803033784,NA,NA,NA,NA,NA,NA,5.85618,4.4,NA,NA,NA,NA,1.782526705,1.339289008,14,10.78412493
17,2013,8,5,1.092703013,NA,NA,NA,NA,NA,NA,5.85618,4.4,NA,NA,NA,NA,1.782526705,1.339289008,14,10.78412493
21,2013,8,5,1.7231044969,NA,NA,NA,NA,NA,NA,5.85618,4.4,NA,NA,NA,NA,1.782526705,1.339289008,14,10.78412493
11,2013,8,6,4.6845133365,NA,NA,NA,NA,NA,NA,6.015894,4.52,NA,NA,NA,NA,1.822138409,1.369050985,14,10.78412493
13,2013,8,6,14.8661037816,NA,NA,NA,NA,NA,NA,6.015894,4.52,NA,NA,NA,NA,1.822138409,1.369050985,14,10.78412493
15,2013,8,6,10.9050464083,NA,NA,NA,NA,NA,NA,6.015894,4.52,NA,NA,NA,NA,1.822138409,1.369050985,14,10.78412493
51,2013,8,6,242.993369243,NA,NA,NA,NA,NA,NA,6.015894,4.52,NA,NA,NA,NA,1.822138409,1.369050985,14,10.78412493
13,2013,8,7,2.4535864707,NA,NA,NA,NA,NA,NA,5.9493465,4.47,NA,NA,NA,NA,1.822138409,1.369050985,14,10.78412493
15,2013,8,8,167.2362690991,NA,NA,NA,NA,NA,NA,6.0025845,4.51,NA,NA,NA,NA,1.822138409,1.369050985,14,10.78412493
51,2013,8,8,117.4018894879,NA,NA,NA,NA,NA,NA,6.0025845,4.51,NA,NA,NA,NA,1.822138409,1.369050985,14,10.78412493
13,2013,8,9,0.5624512063,NA,NA,NA,NA,NA,NA,5.8961085,4.43,NA,NA,NA,NA,2.020196932,1.517860875,14,10.78412493
15,2013,8,10,58.0944017761,NA,NA,NA,NA,NA,NA,5.8961085,4.43,NA,NA,NA,NA,2.020196932,1.517860875,14,10.78412493
11,2013,8,11,80.5054424596,NA,NA,NA,NA,NA,NA,5.8961085,4.43,NA,NA,NA,NA,2.020196932,1.517860875,14,10.78412493
13,2013,8,11,21.5652140476,NA,NA,NA,NA,NA,NA,5.8961085,4.43,NA,NA,NA,NA,2.020196932,1.517860875,14,10.78412493
14,2013,8,11,1.0894972712,NA,NA,NA,NA,NA,NA,5.8961085,4.43,NA,NA,NA,NA,2.020196932,1.517860875,14,10.78412493
15,2013,8,12,0.0940390167,NA,NA,NA,NA,NA,NA,5.7097755,4.29,NA,NA,NA,NA,2.020196932,1.517860875,14,10.78412493
51,2013,8,12,0.5990781965,NA,NA,NA,NA,NA,NA,5.7097755,4.29,NA,NA,NA,NA,2.020196932,1.517860875,14,10.78412493
15,2013,8,13,0.4693736782,NA,NA,NA,NA,NA,NA,5.7097755,4.29,NA,NA,NA,NA,2.059808636,1.547622853,14,10.78412493
11,2013,8,18,202.3608657865,NA,NA,NA,NA,NA,NA,5.776323,4.34,NA,NA,NA,NA,2.115265023,1.589289622,12.22,9.181411774
13,2013,8,18,44.2064759595,NA,NA,NA,NA,NA,NA,5.776323,4.34,NA,NA,NA,NA,2.115265023,1.589289622,12.22,9.181411774
14,2013,8,20,1.7689530503,NA,NA,NA,NA,NA,NA,5.7630135,4.33,NA,NA,NA,NA,2.218255455,1.666670765,12.22,9.181411774
13,2013,8,21,0.1340561413,NA,NA,NA,NA,NA,NA,5.749704,4.32,NA,NA,NA,NA,2.218255455,1.666670765,12.22,9.181411774
13,2013,8,22,21.9082622258,NA,NA,NA,NA,NA,NA,5.962656,4.48,NA,NA,NA,NA,2.376702273,1.785718677,12.22,9.181411774
15,2013,8,22,5.9888609402,NA,NA,NA,NA,NA,NA,5.962656,4.48,NA,NA,NA,NA,2.376702273,1.785718677,12.22,9.181411774
13,2013,8,23,0.3202269788,NA,NA,NA,NA,NA,NA,5.8694895,4.41,NA,NA,NA,NA,2.709440591,2.035719291,12.22,9.181411774
15,2013,8,24,370.7822807331,NA,NA,NA,NA,NA,NA,5.8694895,4.41,NA,NA,NA,NA,2.709440591,2.035719291,12.22,9.181411774
51,2013,8,24,65.5135447344,NA,NA,NA,NA,NA,NA,5.8694895,4.41,NA,NA,NA,NA,2.709440591,2.035719291,12.22,9.181411774
13,2013,8,25,3.3490526054,NA,NA,NA,NA,NA,NA,5.8694895,4.41,NA,NA,NA,NA,2.709440591,2.035719291,12.22,9.181411774
15,2013,8,26,130.1267256806,NA,NA,NA,NA,NA,NA,5.8961085,4.43,NA,NA,NA,NA,3.842335341,2.886911861,12.22,9.181411774
13,2013,8,27,6.2909149936,NA,NA,NA,NA,NA,NA,6.042513,4.54,NA,NA,NA,NA,3.683888523,2.767863949,12.22,9.181411774
14,2013,8,27,79.0187124162,NA,NA,NA,NA,NA,NA,6.042513,4.54,NA,NA,NA,NA,3.683888523,2.767863949,12.22,9.181411774
15,2013,8,28,28.2395588057,NA,NA,NA,NA,NA,NA,6.1090605,4.59,NA,NA,NA,NA,3.644276818,2.738101971,12.22,9.181411774
17,2013,8,28,14.7359424916,NA,NA,NA,NA,NA,NA,6.1090605,4.59,NA,NA,NA,NA,3.644276818,2.738101971,12.22,9.181411774
13,2013,8,29,96.8513336939,NA,NA,NA,NA,NA,NA,6.095751,4.58,NA,NA,NA,NA,3.565053409,2.678578015,12.22,9.181411774
51,2013,8,29,44.3983302552,NA,NA,NA,NA,NA,NA,6.095751,4.58,NA,NA,NA,NA,3.565053409,2.678578015,12.22,9.181411774
12,2013,8,30,1.9261667867,NA,NA,NA,NA,NA,NA,6.069132,4.56,NA,NA,NA,NA,3.366994886,2.529768125,12.22,9.181411774
13,2013,8,30,5.6968765578,NA,NA,NA,NA,NA,NA,6.069132,4.56,NA,NA,NA,NA,3.366994886,2.529768125,12.22,9.181411774
21,2013,8,30,2.4078904106,NA,NA,NA,NA,NA,NA,6.069132,4.56,NA,NA,NA,NA,3.366994886,2.529768125,12.22,9.181411774
13,2013,9,1,1.6907276729,NA,NA,NA,NA,NA,NA,6.069132,4.56,NA,NA,NA,NA,3.366994886,2.529768125,12.22,9.181411774
13,2013,9,3,0.9914583533,NA,NA,NA,NA,NA,NA,5.85973019,4.39,NA,NA,NA,NA,3.168787143,2.373995919,12.22,9.181411774
14,2013,9,3,18.0221774974,NA,NA,NA,NA,NA,NA,5.85973019,4.39,NA,NA,NA,NA,3.168787143,2.373995919,12.22,9.181411774
15,2013,9,4,5.3845797187,NA,NA,NA,NA,NA,NA,6.046600857,4.53,NA,NA,NA,NA,3.306913762,2.477477792,12.22,9.181411774
14,2013,9,5,16.9556722019,NA,NA,NA,NA,NA,NA,6.607212857,4.95,NA,NA,NA,NA,3.41254,2.556610989,12.22,9.181411774
12,2013,9,8,39.372842158,NA,NA,NA,NA,NA,NA,7.274608095,5.45,NA,NA,NA,NA,3.493790952,2.61748268,12.22,9.181411774
13,2013,9,8,1.929819715,NA,NA,NA,NA,NA,NA,7.274608095,5.45,NA,NA,NA,NA,3.493790952,2.61748268,12.22,9.181411774
21,2013,9,8,16.0812977145,NA,NA,NA,NA,NA,NA,7.274608095,5.45,NA,NA,NA,NA,3.493790952,2.61748268,12.22,9.181411774
15,2013,9,11,34.3543805888,NA,NA,NA,NA,NA,NA,7.00765,5.25,NA,NA,NA,NA,3.250038095,2.434867609,12.22,9.181411774
16,2013,9,11,6.7850611502,NA,NA,NA,NA,NA,NA,7.00765,5.25,NA,NA,NA,NA,3.250038095,2.434867609,12.22,9.181411774
14,2013,9,12,0.1481756936,NA,NA,NA,NA,NA,NA,7.448130857,5.58,NA,NA,NA,NA,3.250038095,2.434867609,12.22,9.181411774
15,2013,9,16,30.024381142,NA,NA,NA,NA,NA,NA,7.287956,5.46,NA,NA,NA,NA,3.73754381,2.80009775,12.22,9.181411774
15,2013,9,18,14.2300275392,NA,NA,NA,NA,NA,NA,7.341347619,5.5,NA,NA,NA,NA,3.900045714,2.921841131,12.22,9.181411774
16,2013,9,18,15.5360920052,NA,NA,NA,NA,NA,NA,7.341347619,5.5,NA,NA,NA,NA,3.900045714,2.921841131,12.22,9.181411774
12,2013,9,22,9.3902430606,NA,NA,NA,NA,NA,NA,7.114433238,5.33,NA,NA,NA,NA,3.94067119,2.952276976,12.22,9.181411774
13,2013,9,22,9.1495845075,NA,NA,NA,NA,NA,NA,7.114433238,5.33,NA,NA,NA,NA,3.94067119,2.952276976,12.22,9.181411774
15,2013,9,22,3.5953178077,NA,NA,NA,NA,NA,NA,7.114433238,5.33,NA,NA,NA,NA,3.94067119,2.952276976,12.22,9.181411774
21,2013,9,22,2.3096346037,NA,NA,NA,NA,NA,NA,7.114433238,5.33,NA,NA,NA,NA,3.94067119,2.952276976,12.22,9.181411774
13,2013,9,28,0.4665386918,NA,NA,NA,NA,NA,NA,7.167824857,5.37,NA,NA,NA,NA,3.656292857,2.73922606,12.22,9.181411774
14,2013,9,28,0.0908268835,NA,NA,NA,NA,NA,NA,7.167824857,5.37,NA,NA,NA,NA,3.656292857,2.73922606,12.22,9.181411774
13,2013,10,1,0.0733328316,NA,NA,NA,NA,NA,NA,6.994732696,5.13,NA,NA,NA,NA,3.67366,2.694295353,12.22,9.181411774
16,2013,10,4,1.6734557234,NA,NA,NA,NA,NA,NA,6.912922957,5.07,NA,NA,NA,NA,3.464929318,2.54121039,12.22,9.181411774
14,2013,10,23,30.9500820497,NA,NA,NA,NA,NA,NA,6.27208,4.6,NA,NA,NA,NA,3.256198636,2.388125427,12.22,9.181411774
13,2013,11,2,0.2599924044,NA,NA,NA,NA,NA,NA,6.179750381,4.58,NA,NA,NA,NA,2.975452517,2.205197894,12.22,9.181411774
15,2014,6,12,59.0822674081,10.4555707,7.613939648,45.35364576,33.02736232,NA,NA,7.530179048,5.54,NA,NA,NA,NA,4.052073455,2.98113588,11.5,8.374512354
21,2014,6,12,3.2847854153,10.4555707,7.613939648,45.35364576,33.02736232,NA,NA,7.530179048,5.54,NA,NA,NA,NA,4.052073455,2.98113588,11.5,8.374512354
12,2014,6,21,2.1004481549,10.4555707,7.613939648,45.35364576,33.02736232,NA,NA,7.679695238,5.65,NA,NA,NA,NA,3.621001811,2.663993765,11.5,8.374512354
13,2014,6,21,1.3504685078,10.4555707,7.613939648,45.35364576,33.02736232,NA,NA,7.679695238,5.65,NA,NA,NA,NA,3.621001811,2.663993765,11.5,8.374512354
51,2014,7,1,12.4322042352,10.4555707,7.613939648,45.35364576,33.02736232,NA,NA,8.096426,5.98,NA,NA,NA,NA,3.652491521,2.697721105,11.5,8.374512354
15,2014,7,5,183.2100201029,10.4555707,7.613939648,45.35364576,33.02736232,NA,NA,7.622554913,5.63,NA,NA,NA,NA,3.652491521,2.697721105,11.5,8.374512354
13,2014,7,6,10.9725449793,10.4555707,7.613939648,45.35364576,33.02736232,NA,NA,7.622554913,5.63,NA,NA,NA,NA,3.652491521,2.697721105,11.5,8.374512354
13,2014,7,8,2.2335968965,10.4555707,7.613939648,45.35364576,33.02736232,NA,NA,7.744407478,5.72,NA,NA,NA,NA,3.609009479,2.665605378,11.5,8.374512354
15,2014,7,8,0.6655117744,10.4555707,7.613939648,45.35364576,33.02736232,NA,NA,7.744407478,5.72,NA,NA,NA,NA,3.609009479,2.665605378,11.5,8.374512354
15,2014,7,10,134.8197146335,10.4555707,7.613939648,45.35364576,33.02736232,NA,NA,7.690250783,5.68,NA,NA,NA,NA,3.609009479,2.665605378,11.5,8.374512354
11,2014,7,13,12.9649244625,10.4555707,7.613939648,45.35364576,33.02736232,NA,NA,7.744407478,5.72,NA,NA,NA,NA,3.609009479,2.665605378,11.5,8.374512354
13,2014,7,15,18.5179409911,10.4555707,7.613939648,45.35364576,33.02736232,NA,NA,7.933955913,5.86,NA,NA,NA,NA,3.539438212,2.614220214,11.5,8.374512354
51,2014,7,15,50.1551084719,10.4555707,7.613939648,45.35364576,33.02736232,NA,NA,7.933955913,5.86,NA,NA,NA,NA,3.539438212,2.614220214,11.5,8.374512354
13,2014,7,18,0.1407287793,10.4555707,7.613939648,45.35364576,33.02736232,NA,NA,8.096426,5.98,NA,NA,NA,NA,3.435081311,2.537142468,11.5,8.374512354
15,2014,7,19,55.2336841913,10.4555707,7.613939648,45.35364576,33.02736232,NA,NA,8.096426,5.98,NA,NA,NA,NA,3.435081311,2.537142468,11.5,8.374512354
14,2014,7,20,3.507183635,10.4555707,7.613939648,45.35364576,33.02736232,NA,NA,8.096426,5.98,NA,NA,NA,NA,3.435081311,2.537142468,11.5,8.374512354
51,2014,7,21,33.3938311038,10.4555707,7.613939648,45.35364576,33.02736232,NA,NA,8.16412187,6.03,NA,NA,NA,NA,3.478563353,2.569258195,11.5,8.374512354
13,2014,7,25,0.8089519934,10.4555707,7.613939648,45.35364576,33.02736232,NA,NA,8.299513609,6.13,NA,NA,NA,NA,3.478563353,2.569258195,11.5,8.374512354
21,2014,7,25,8.8237327898,10.4555707,7.613939648,45.35364576,33.02736232,NA,NA,8.299513609,6.13,NA,NA,NA,NA,3.478563353,2.569258195,11.5,8.374512354
15,2014,7,26,73.4386897098,10.4555707,7.613939648,45.35364576,33.02736232,NA,NA,8.299513609,6.13,NA,NA,NA,NA,3.478563353,2.569258195,11.5,8.374512354
51,2014,7,26,30.8250684344,10.4555707,7.613939648,45.35364576,33.02736232,NA,NA,8.299513609,6.13,NA,NA,NA,NA,3.478563353,2.569258195,11.5,8.374512354
15,2014,7,28,210.6923186962,10.4555707,7.613939648,45.35364576,33.02736232,NA,NA,8.353670304,6.17,NA,NA,NA,NA,3.478563353,2.569258195,11.5,8.374512354
15,2014,7,30,39.7133857607,10.4555707,7.613939648,45.35364576,33.02736232,NA,NA,8.258896087,6.1,NA,NA,NA,NA,3.452474128,2.549988759,11.5,8.374512354
