"UF","Ano","Abrangencia","CO2e","CO2","CH4","N2O","Canada_Quebec_Dolar","Canada_Quebec_Euro","Switzerland_Dolar","Switzerland_Euro","China_Dolar","China_Euro","Europe_Dolar","Europe_Euro","United_Kingdom_Dolar","United_Kingdom_Euro","South_Korea_Dolar","South_Korea_Euro","New_Zealand_Dolar","New_Zealand_Euro","USA_California_Dolar","USA_California_Euro"
51,2011,5,594,536,NA,NA,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
51,2011,6,945,21,41.9,0.14,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
52,2011,1,82556,35822,1537.1,46.26,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
52,2011,2,44371,1680,1392,43.41,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
52,2011,3,12670,11914,16.3,1.33,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
52,2011,4,22439,21303,35.6,1.25,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
52,2011,5,1033,916,0,NA,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
52,2011,6,2044,8,93.1,0.26,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
53,2011,1,7239,5233,77.4,1.07,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
53,2011,2,524,37,13.7,0.65,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
53,2011,3,4143,3957,4.3,0.31,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
53,2011,4,-59,-69,0.3,0.01,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
53,2011,5,1357,1307,NA,NA,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
53,2011,6,1274,1,59.1,0.11,NA,NA,NA,NA,NA,NA,8.90903619,6.76,NA,NA,NA,NA,7.308386193,5.545458522,NA,NA
11,2012,1,58277,35293,830.6,17.77,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
11,2012,2,20567,190,740,15.6,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
11,2012,3,3264,3137,2.7,0.22,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
11,2012,4,33516,31632,62.1,1.87,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
11,2012,5,352,318,NA,NA,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
11,2012,6,578,16,25.7,0.07,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
12,2012,1,17830,12325,199.3,4.2,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
12,2012,2,4388,47,159.4,3.21,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
12,2012,3,1139,1103,0.9,0.05,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
12,2012,4,12067,11153,30.1,0.91,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
12,2012,5,29,12,NA,NA,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
12,2012,6,207,10,8.9,0.04,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
13,2012,1,-81889,-87517,193,4.83,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
13,2012,2,2797,56,94.7,2.43,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
13,2012,3,17044,16514,12.5,0.86,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
13,2012,4,-103214,-104592,45.4,1.37,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
13,2012,5,550,473,NA,NA,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
13,2012,6,933,33,40.4,0.17,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
14,2012,1,-9916,-11871,71.5,1.43,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
14,2012,2,1349,17,48.3,1.02,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
14,2012,3,528,506,0.6,0.03,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
14,2012,4,-12054,-12408,11.6,0.35,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
14,2012,5,20,10,NA,NA,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
14,2012,6,241,4,11,0.02,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
15,2012,1,71731,31703,1415.8,32.4,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
15,2012,2,32850,329,1160.3,26.31,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
15,2012,3,15327,14891,9.9,0.74,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
15,2012,4,19213,14256,163.4,4.92,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
15,2012,5,2428,2110,2.5,0.05,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
15,2012,6,1913,118,79.8,0.38,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
16,2012,1,-9301,-10351,36.6,0.86,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
16,2012,2,735,8,24.8,0.67,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
16,2012,3,1755,1717,0.9,0.07,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
16,2012,4,-11994,-12089,3.1,0.09,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
16,2012,5,26,11,NA,NA,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
16,2012,6,175,2,7.8,0.03,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
17,2012,1,41349,24997,579.5,13.4,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
17,2012,2,14934,539,512.5,11.72,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
17,2012,3,2867,2745,2.5,0.22,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
17,2012,4,22737,21456,40.5,1.39,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
17,2012,5,275,245,NA,NA,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
17,2012,6,537,12,24,0.07,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
21,2012,1,90105,71296,640.2,16.61,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
21,2012,2,13819,23,470.9,12.6,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
21,2012,3,8050,7693,7.2,0.67,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
21,2012,4,65164,62328,91.4,2.95,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
21,2012,5,1324,1065,1.6,0.03,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
21,2012,6,1747,188,69,0.36,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
22,2012,1,25978,19967,202.4,5.46,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
22,2012,2,4583,458,134.6,4.19,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
22,2012,3,2664,2508,4.1,0.23,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
22,2012,4,17432,16622,25.6,0.88,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
22,2012,5,358,290,NA,NA,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
22,2012,6,940,89,38,0.17,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
23,2012,1,21901,13106,318.5,6.19,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
23,2012,2,6440,492,207.7,5.11,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
23,2012,3,8292,7873,11.9,0.54,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
23,2012,4,3534,3411,4.1,0.12,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
23,2012,5,1423,1238,0,0,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
23,2012,6,2211,92,94.8,0.41,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
24,2012,1,9166,5919,116.9,2.33,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
24,2012,2,1968,83,62.6,1.84,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
24,2012,3,4721,4423,9.5,0.32,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
24,2012,4,858,829,0.9,0.03,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
24,2012,5,634,564,NA,NA,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
24,2012,6,985,20,43.8,0.14,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
25,2012,1,9439,5876,128,2.56,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
25,2012,2,2189,106,68.3,2.09,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
25,2012,3,4116,3905,6,0.27,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
25,2012,4,926,895,1,0.03,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
25,2012,5,1034,952,NA,NA,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
25,2012,6,1175,17,52.7,0.16,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
26,2012,1,22034,14009,278.1,6.43,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
26,2012,2,4825,23,151.8,5.21,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
26,2012,3,11931,11393,14.4,0.76,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
26,2012,4,1560,1506,1.8,0.05,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
26,2012,5,1196,1004,0,0,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
26,2012,6,2522,84,110.1,0.41,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
27,2012,1,8697,4672,129.8,3.97,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
27,2012,2,2811,26,81.2,3.48,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
27,2012,3,3646,3431,5.6,0.31,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
27,2012,4,854,825,1,0.03,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
27,2012,5,418,350,0,NA,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
27,2012,6,968,40,42,0.15,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
28,2012,1,8947,5756,107.4,2.87,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
28,2012,2,2482,117,76.4,2.45,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
28,2012,3,3726,3491,6.9,0.29,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
28,2012,4,944,914,1,0.03,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
28,2012,5,1263,1217,NA,NA,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
28,2012,6,532,17,23.1,0.09,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
29,2012,1,80625,52648,919.5,26.97,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
29,2012,2,21464,130,677.3,22.94,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
29,2012,3,25777,24577,29.9,1.84,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
29,2012,4,25588,24160,45.2,1.54,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
29,2012,5,4026,3631,4.3,0,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
29,2012,6,3770,150,162.8,0.65,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
31,2012,1,144062,82299,1940.5,66.08,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
31,2012,2,54320,2639,1570.4,60.33,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
31,2012,3,38880,37055,39.2,3.23,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
31,2012,4,20575,19385,37.7,1.29,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
31,2012,5,24205,23112,20.8,0.41,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
31,2012,6,6082,108,272.3,0.82,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
32,2012,1,28022,20798,230.8,7.42,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
32,2012,2,5090,178,144.8,6.04,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
32,2012,3,16341,15341,30.1,1.19,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
32,2012,4,-2091,-2085,-0.2,-0.01,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
32,2012,5,7506,7356,2.7,0.05,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
32,2012,6,1175,8,53.4,0.15,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
33,2012,1,90127,74861,585,8.49,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
33,2012,2,4686,54,148.1,4.91,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
33,2012,3,61571,57842,134.3,2.93,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
33,2012,4,171,148,0.8,0.02,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
33,2012,5,17199,16803,2.2,0,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
33,2012,6,6500,14,299.6,0.63,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
35,2012,1,152412,104512,1335.6,60.33,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
35,2012,2,32806,2537,700.6,50.18,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
35,2012,3,95504,91180,95.3,7.49,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
35,2012,4,-5581,-5857,8.8,0.3,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
35,2012,5,18052,16611,2.4,0.77,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
35,2012,6,11630,42,528.5,1.58,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
41,2012,1,57388,26040,866.5,41.69,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
41,2012,2,28314,2161,670.1,38.97,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
41,2012,3,24583,23392,27,2.02,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
41,2012,4,-2450,-2711,8.6,0.26,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
41,2012,5,3406,3179,0,0,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
41,2012,6,3535,20,160.8,0.45,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
42,2012,1,27103,11525,507.9,15.41,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
42,2012,2,12701,642,369.6,13.86,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
42,2012,3,15806,14205,58.5,1.2,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
42,2012,4,-4511,-4583,2.4,0.07,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
42,2012,5,1383,1246,NA,NA,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
42,2012,6,1723,15,77.4,0.27,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
43,2012,1,74099,29930,1495,40.46,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
43,2012,2,40702,1637,1309.6,37.3,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
43,2012,3,20499,19093,31.6,2.39,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
43,2012,4,5304,5034,8.4,0.3,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
43,2012,5,4442,4143,3.2,0,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
43,2012,6,3152,24,142.2,0.46,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
50,2012,1,57240,16121,1415.6,36.57,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
50,2012,2,40736,1520,1347.4,35.23,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
50,2012,3,7240,6919,6.4,0.6,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
50,2012,4,7613,7099,15.4,0.62,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
50,2012,5,658,575,1.1,0.02,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
50,2012,6,994,7,45.3,0.11,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
51,2012,1,128870,68796,1950.3,61.45,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
51,2012,2,58479,3302,1786.4,56.98,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
51,2012,3,8554,8186,7.4,0.69,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
51,2012,4,60249,56764,112.1,3.65,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
51,2012,5,589,522,NA,NA,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
51,2012,6,999,22,44.4,0.14,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
52,2012,1,85512,37632,1566.7,47.9,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
52,2012,2,45282,1568,1417.8,44.97,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
52,2012,3,14445,13660,16.3,1.43,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
52,2012,4,22529,21401,35.4,1.24,NA,NA,NA,NA,NA,NA,8.566947579,6.53,NA,NA,NA,NA,2.245845789,1.711855112,10.09,7.865773715
